Date,Close,High,Low,Open,Volume,SMA50,SMA200,ext_sma50_pct,ext_sma200_pct
2020-06-10,238.09242248535156,239.6396133199252,236.43886209646215,236.96104527405052,58084400,,,,
2020-06-11,226.29519653320312,235.5492910367919,226.2371794446397,234.16650124233396,72919400,,,,
2020-06-12,228.0937957763672,232.46458359073958,224.0904544343747,231.19782799716617,72034800,,,,
2020-06-15,230.8690185546875,231.54590906120876,223.8293277766536,224.76730989108535,45307400,,,,
2020-06-16,234.83367919921875,236.3228382695731,231.20746435522284,235.73297339807888,48890100,,,,
2020-06-17,235.57827758789062,237.3962248870717,234.7176564259585,236.3325291790173,34749300,,,,
2020-06-18,236.2164764404297,236.4582241046069,234.48556965716767,235.2591503784496,30578600,,,,
2020-06-19,236.17782592773438,238.84671508404108,234.44690422357667,238.5856234502923,49422100,,,,
2020-06-22,239.01023864746094,239.13615601135754,235.75549871937096,236.04608862126173,24068700,,,,
2020-06-23,241.04444885253906,243.28207984657695,240.0564135959305,240.6085492062978,32767400,,,,
2020-06-24,236.07513427734375,241.5190679090298,234.5736892463909,240.28884994138588,46032400,,,,
2020-06-25,238.32244873046875,238.62273478351548,233.58564169631134,236.16231360433585,36940800,,,,
2020-06-26,232.69448852539062,238.25467350406603,232.17139714448396,238.0803047835078,52824600,,,,
2020-06-29,235.2323760986328,235.24207228125374,229.91437466943898,232.45229134740373,34377800,,,,
2020-06-30,239.84329223632812,240.3857464155953,234.98055264800965,235.16460276899696,38909200,,,,
2020-07-01,242.64273071289062,243.64046200339658,239.33955460937236,239.8820087346067,34689200,,,,
2020-07-02,244.28948974609375,246.30433006910516,243.82453114255804,245.0934895947546,31956500,,,,
2020-07-06,250.29530334472656,250.8183652143479,247.42801143887996,247.44738902764095,34589000,,,,
2020-07-07,248.57098388671875,252.7072335133425,248.27069783964012,250.0433846972024,36578200,,,,
2020-07-08,251.84506225585938,251.87412123783332,248.46440591960516,249.8980513405506,30426300,,,,
2020-07-09,253.96652221679688,254.63490853635005,249.55907463044298,253.76310929044368,40312900,,,,
2020-07-10,255.7003936767578,255.9522579004297,251.13795603722204,253.8211673036568,32885300,,,,
2020-07-13,250.4405517578125,261.33811543908644,249.61717436736512,258.54833440683495,64108100,,,,
2020-07-14,252.21324157714844,252.62009701403215,244.84164362678942,247.9123335256907,72230500,,,,
2020-07-15,252.72662353515625,254.46055541035847,249.42344710001478,253.62748177341237,54523900,,,,
2020-07-16,251.00233459472656,251.64166179120787,247.6119819101171,249.9367892672577,47594100,,,,
2020-07-17,251.2930450439453,252.15514823841124,249.11353181411357,251.45770282240346,35137900,,,,
2020-07-20,258.4223937988281,259.0520248785669,250.68271161783892,251.93227759467155,40610100,,,,
2020-07-21,255.72952270507812,260.0013716885587,254.8867824169186,259.99167550452205,43243800,,,,
2020-07-22,256.63031005859375,257.5602566230333,254.3248655717379,256.2234843029889,29865500,,,,
2020-07-23,249.92718505859375,256.93066786232197,248.51290201553994,256.22355590233184,51363500,,,,
2020-07-24,247.55389404296875,248.88097038245672,243.44673289391983,246.08150798801356,54054500,,,,
2020-07-27,251.97100830078125,252.35847126903911,248.41599787606515,249.20061999428444,36445700,,,,
2020-07-28,248.7646942138672,251.70946584766034,248.474104391449,251.1863746057794,31302400,,,,
2020-07-29,251.63194274902344,252.49407511432,249.83022681842084,250.30486669145614,27556900,,,,
2020-07-30,252.94943237304688,253.51124936648054,248.5128961593906,249.66561869777274,41774500,,,,
2020-07-31,257.46337890625,257.61836999756144,252.67813612254838,257.57961483435156,53686300,,,,
2020-08-03,260.94091796875,261.6867849091742,259.4782135094663,259.60414562338195,32081600,,,,
2020-08-04,261.90966796875,262.00654112835355,259.6913997284412,260.4372668904667,24911300,,,,
2020-08-05,262.5586242675781,263.01390144695273,261.502774971057,262.3939665252811,21612100,,,,
2020-08-06,266.0362243652344,266.36556946138217,261.7256200002687,262.3649473850985,28048200,,,,
2020-08-07,262.9654235839844,266.26859908550324,260.8149702788895,265.49364364673687,44969400,,,,
2020-08-10,261.8417663574219,263.4594618541036,258.3158151053577,263.2560194184154,35088400,,,,
2020-08-11,256.8822326660156,261.9677626976184,256.33977849423417,260.67941186848594,43104300,,,,
2020-08-12,263.3432312011719,264.2925406753799,258.9939021343989,259.0423534851985,38773400,,,,
2020-08-13,263.9438171386719,266.22017320636945,263.00420390284296,264.11817104349865,31895700,,,,
2020-08-14,263.6338806152344,264.83502491643424,262.2389900118573,264.5637978303073,30799500,,,,
2020-08-17,266.69482421875,267.1985230960844,263.67257183168755,265.3483557367484,24803000,,,,
2020-08-18,269.2618408203125,269.73648078833924,266.29770594275635,267.7604105776569,23529500,,,,
2020-08-19,267.4504089355469,270.2789152960766,266.93701383549336,269.22306611149605,31999400,249.83744049072266,,7.049771407451733,
2020-08-20,271.160400390625,271.6447364880161,266.249225268312,266.65608059719347,27723400,250.49880004882812,,8.24818335966857,
2020-08-21,273.0397033691406,273.4949806108015,270.7051991777764,271.35422273732866,34748900,251.43369018554688,,8.593125753215269,
2020-08-24,274.7444763183594,277.04022449781513,272.4583947582016,276.3137204125936,36418500,252.36670379638673,,8.86716519467139,
2020-08-25,276.90460205078125,277.09834830220285,273.52394576262606,273.9695266670626,34866600,253.2874154663086,,9.324263718745286,
2020-08-26,282.8135986328125,283.0654629280866,276.87563181789136,278.1542865394627,42216700,254.24701385498048,,11.235760194267641,
2020-08-27,281.93212890625,284.6444297355855,279.665438726405,283.7919931766955,49482700,255.17409088134767,,10.486189225748799,
2020-08-28,283.36572265625,283.99535377431664,281.8158409768699,283.1719763607521,28021000,256.11707580566406,,10.639137107461583,
2020-08-31,285.64208984375,287.4535022977186,283.4528810068302,283.8887953623074,36321000,257.1063610839844,,11.098803094352206,
2020-09-01,290.52423095703125,290.6404669118816,286.5236093289017,288.29626676343895,36216200,258.13664093017576,,12.546684542786824,
2020-09-02,293.27520751953125,293.9920154946557,287.58910638132454,293.7789064261687,50836800,259.18125610351564,,13.154481897563874,
2020-09-03,278.4060974121094,289.26490515458613,275.5000806360954,288.76120622222834,110083300,260.02787536621094,,7.067789182223416,
2020-09-04,274.6960754394531,279.8784781117177,263.28511702709073,276.61405721893505,123959000,260.75534790039063,,5.346286337485928,
2020-09-08,261.4931335449219,269.5040438756413,261.2122102638062,263.6920093124931,99568600,261.33132080078127,,0.06191861872690829,
2020-09-09,269.1746520996094,271.2766543474852,264.4475267451622,267.0048356988263,64837900,262.0101663208008,,2.7344304533727604,
2020-09-10,263.8081359863281,273.35925753369855,262.0839009626864,272.1387213213763,69667500,262.4894631958008,,0.5023717045524512,
2020-09-11,261.9774169921875,266.5979728970853,258.538612831365,265.56148651398627,71809000,262.8761569213867,,-0.3418871987952876,
2020-09-14,266.53985595703125,268.5353183979086,264.40876521360366,265.76490043145276,38525200,263.3211642456055,,1.22234447832823,
2020-09-15,270.31768798828125,271.66415666642484,266.510812967776,270.28862900192365,41849900,263.72161193847654,,2.5011511196676217,
2020-09-16,266.007080078125,271.5769456767523,265.65837224757234,271.1120019026821,42321000,264.07033386230466,,0.733420595753187,
2020-09-17,261.85150146484375,265.803671415116,258.3255201270873,259.1682602925586,81570800,264.27046264648436,,-0.9153354322750995,
2020-09-18,258.50958251953125,263.56605331431973,254.40242125963064,263.27546343707536,86251100,264.36132385253904,,-2.2135391243054525,
2020-09-21,259.12957763671875,259.2651764082833,251.96137782768182,254.24746019118726,57168600,264.4299075317383,,-2.004436617814642,
2020-09-22,263.9438171386719,264.52499682142775,258.1899017871474,261.53180320911434,41128900,264.6999728393555,,-0.28566519768497,
2020-09-23,255.88453674316406,263.808270871674,255.00304120150253,263.624220727726,48837300,264.7733987426758,,-3.357158249930736,
2020-09-24,257.07598876953125,260.282292127732,253.03661175477382,253.20129907391356,70631700,264.8603860473633,,-2.939056834433529,
2020-09-25,263.0526428222656,263.86632399265034,256.0200725875754,257.57965033529524,55242400,265.10139221191406,,-0.7728172879645667,
2020-09-28,268.5159606933594,268.5159606933594,263.1592043100047,267.9153590640591,58438300,265.44585052490237,,1.1565862349650846,
2020-09-29,267.3051452636719,269.00998848798474,266.7432987494569,267.9541391799654,27050000,265.6235055541992,,0.6330914524917741,
2020-09-30,269.1359558105469,272.28414134147573,267.2276698601069,267.49889696954085,49380800,265.8916342163086,,1.2201668562460188,
2020-10-01,273.4078369140625,274.0181053720078,271.0733324385539,272.96225580252354,50020200,266.227184753418,,2.6971896830503272,
2020-10-02,265.71649169921875,273.39805581194855,264.873751542491,267.372913026633,75497400,266.5429708862305,,-0.3100735255796683,
2020-10-05,271.3832092285156,271.70285804995046,267.57633454741597,267.68287430071763,28184600,267.0195571899414,,1.6342069039797735,
2020-10-06,266.53985595703125,272.3809483565957,265.6583606750467,270.69546812594973,49704200,267.3109341430664,,-0.288457405794873,
2020-10-07,271.15069580078125,271.9449844225146,268.59338737512667,269.18429270319353,27539700,267.7586541748047,,1.2668280083907524,
2020-10-08,272.5941162109375,273.62090663739855,271.52857060945803,273.5530924715005,25443300,268.17789764404296,,1.6467496410745408,
2020-10-09,276.75933837890625,276.83684871283396,273.85332164876587,274.24078463381176,30201100,268.65409576416016,,3.0169808473202497,
2020-10-12,285.30303955078125,288.1412421777684,280.4015602801821,281.44771331389154,79370700,269.2108889770508,,5.977525884958634,
2020-10-13,285.2933654785156,287.74410530374576,283.92753393870277,287.10480757675845,64240000,269.6979379272461,,5.78255350082677,
2020-10-14,282.9104309082031,287.0660433720436,281.16683258458767,286.09737106747224,36949100,270.11795318603515,,4.73588577555879,
2020-10-15,281.0118103027344,281.60268615345586,277.56333964583695,278.20266684333313,42514200,270.4870169067383,,3.89105307765103,
2020-10-16,279.4716796875,284.0825401453745,279.12294225636333,282.65859055476477,40570700,270.7557260131836,,3.219120719128199,
2020-10-19,274.9092102050781,282.3486365660944,273.93087120103763,281.3896308060074,36756800,270.99460174560545,,1.4445337413575121,
2020-10-20,275.5001220703125,278.60955221106565,274.08586863718256,275.64541701865875,32195400,271.2677688598633,,1.5602123423058334,
2020-10-21,275.2869873046875,278.31893637761823,274.80265114764507,275.7519606576001,29306100,271.6358639526367,,1.3441241885082666,
2020-10-22,275.27740478515625,277.02103340738097,272.0226786554758,276.12014531653614,32196200,271.8745474243164,,1.2516277794585084,
2020-10-23,275.8197021484375,275.98438942316955,272.9524408240638,275.84876113085744,24658500,272.11206512451173,,1.3625404747228842,
2020-10-26,271.68353271484375,276.36220711569626,268.0897666062739,273.5337004338927,38421100,272.2730581665039,,-0.21651993613692744,
2020-10-27,273.8049621582031,274.62833966471993,271.4220361745456,272.6812985528389,30559100,272.41526092529296,,0.5101407418181658,
2020-10-28,263.130126953125,269.9108322592108,262.87826272492396,269.3005640518184,53413500,272.2926266479492,,-3.3649459434942797,
2020-10-29,267.73138427734375,270.73424512926243,263.9825971813174,264.44757058493843,43246300,272.29824615478515,,-1.6771543489286445,
2020-10-30,260.94091796875,266.6173227842646,258.70328758594843,265.74552372992474,65838300,272.09385650634766,,-4.098930670761936,
2020-11-02,261.5221252441406,264.9512034697704,258.6064125288325,263.33353748705593,39987400,271.86350494384766,,-3.803886697423031,
2020-11-03,266.0457763671875,268.1478077523635,262.3551381696305,263.4400461510664,43604100,271.68953094482424,,-2.077280842589002,
2020-11-04,277.92181396484375,279.7235305179656,273.0396965784712,274.7058143616717,75728200,271.70987518310545,,2.2862396066952284,
2020-11-05,285.1675109863281,286.13618348470374,282.8523695256719,284.334437265725,52054200,271.75695343017577,,4.934761516451136,
2020-11-06,285.38055419921875,286.1070584804433,280.7503014293423,284.5087549740563,40959800,271.8259219360352,,4.986512017192091,
2020-11-09,279.54913330078125,289.7686437219522,279.0938561409173,288.32530190451445,86537100,271.7495901489258,,2.870121403892867,
2020-11-10,274.5410461425781,277.6795341331725,271.82874665850545,276.23622223455163,69024900,271.52756927490236,,1.109823534944554,
2020-11-11,280.68255615234375,281.1571962228811,274.50242080440285,277.0693970453789,36102900,271.3307357788086,,3.4466498410850255,
2020-11-12,279.3651428222656,282.920183900965,278.25117536063175,281.6512252920937,34414600,271.05253448486326,,3.0667886405122635,
2020-11-13,281.81573486328125,282.43569912620853,278.85160093977765,281.079564252959,24806900,271.1207272338867,,3.944739946115705,
2020-11-16,284.01470947265625,284.3149954988351,280.90525033211213,281.5155185664531,30168400,271.3070999145508,,4.683847036110644,
2020-11-17,283.1139221191406,284.53787198316076,282.47459467391315,284.2085268558995,21843500,271.73951568603513,,4.185775633105693,
2020-11-18,281.0215148925781,284.1793961416166,280.9343379304403,282.56172990828065,28069600,271.97645294189454,,3.3256783272396007,
2020-11-19,283.22039794921875,283.5303801648228,279.8009860799515,280.46937229917785,22718400,272.36469818115233,,3.985722026591776,
2020-11-20,281.2830810546875,283.8888120349206,281.19590409077864,283.14291540781056,25907300,272.75081146240234,,3.1282288571527594,
2020-11-23,281.292724609375,283.5787767326993,279.0453980884088,282.2807595770193,26875600,273.0458688354492,,3.0203188237562184,
2020-11-24,285.2449951171875,285.7390275568328,280.55662371756887,282.3583403960934,24516800,273.3444149780273,,4.353694272523123,
2020-11-25,286.9981689453125,287.63749607945255,285.36111072945226,286.3104200307257,23326800,273.7642367553711,,4.834061726538419,
2020-11-27,289.6427307128906,290.766394193567,288.5674890254149,288.9646482388764,17163100,274.320061340332,,5.585690414945166,
2020-11-30,290.2335510253906,290.57259219740644,285.54518126706904,289.9623240000837,27836200,274.95454071044924,,5.556922346313065,
2020-12-01,293.95318603515625,295.5805774020807,291.4055740389792,292.5098742679092,27521300,275.651012878418,,6.639617596765679,
2020-12-02,294.3310852050781,294.67012642346486,290.94073214427607,292.7812036078335,23620000,276.2587582397461,,6.541811409160214,
2020-12-03,294.74761962890625,296.2975012915029,294.0211153709579,294.6410798606101,22828700,277.03601989746096,,6.393247974758243,
2020-12-04,295.9487609863281,296.0940854857261,294.11798564616987,294.7960385433814,19332100,277.8134753417969,,6.527863928205502,
2020-12-07,297.6245422363281,297.99264241303973,295.94872863870495,296.1327787270607,20851000,278.5049133300781,,6.865095727625392,
2020-12-08,298.6321105957031,298.93239676339084,295.39674737237357,297.1500425688255,18341500,279.107236328125,,6.995474042322658,
2020-12-09,291.8706970214844,298.69982605072147,290.8051514014836,298.41893232118207,48839300,279.5985473632812,,4.389203654287233,
2020-12-10,293.0426940917969,294.16635735586476,288.7514834754326,289.83639157549027,27519500,280.07668212890627,,4.629450714830652,
2020-12-11,292.3937683105469,292.51970045172857,289.1196508859652,291.38634074262893,26760400,280.45640075683593,,4.256407599005385,
2020-12-14,294.51513671875,296.4621479554403,293.5174054242518,293.58519001902783,28804800,281.0323736572266,,4.797583597243604,
2020-12-15,297.6632385253906,297.6632385253906,294.5828389809882,296.7720472442845,25709000,281.55797424316404,,5.720052619897564,
2020-12-16,299.3004150390625,300.0850373345108,297.0143327553648,298.0605155236534,25461900,282.2131854248047,,6.054724051442539,
2020-12-17,301.257080078125,301.489551966405,299.69753189169325,300.8986760631826,23730500,282.81531311035155,,6.520780917042379,
2020-12-18,300.3465881347656,302.2064523118076,297.973328723476,301.89647002204424,41173400,283.3703625488281,,5.990826081189882,
2020-12-21,299.7846984863281,300.31842216080565,294.6220132528929,297.39742374436645,37095500,283.83086975097655,,5.620892734236027,
2020-12-22,300.599853515625,301.5217425512956,297.775903854654,300.68718850120734,26176300,284.1368060302734,,5.794056643121959,
2020-12-23,299.0859680175781,301.00739680309744,298.9306959595868,300.6483431256061,21201300,284.4126580810547,,5.159162055417976,
2020-12-24,300.4057312011719,300.8521198511875,299.27034686730997,299.3479680874845,16785000,284.76256408691404,,5.493407170432452,
2020-12-28,303.4334716796875,303.90900161906035,301.1820712281084,303.01619467615234,22497700,285.21099731445315,,6.389120523688496,
2020-12-29,303.7051696777344,305.384020951037,302.8026786529743,304.76293275220297,25871900,285.6956671142578,,6.303736680848604,
2020-12-30,303.7149658203125,305.1900062699851,303.09387745300404,304.86977794098897,18138100,286.2717822265625,,6.093224927053775,
2020-12-31,304.462158203125,304.94737234171106,302.54072916800163,303.61789034040464,21611400,286.85102294921876,,6.13947096051457,
2021-01-04,300.1631164550781,305.9662872166434,296.15524362075485,305.79158764928553,45305900,287.3485455322266,,4.459591364597459,
2021-01-05,302.6376953125,302.9094436130417,299.17328947709655,299.17328947709655,29323400,287.89575134277345,,5.120584065922729,
2021-01-06,298.4454650878906,302.6571194728593,296.9315996265697,297.9214256235518,52809600,288.3482666015625,,3.501737189313636,
2021-01-07,305.6654357910156,306.49998969313816,301.07530048400076,301.10441214070005,30394800,289.02790466308596,,5.756375373970801,
2021-01-08,309.595703125,309.9450726719681,305.76249994264293,307.9556771207618,33955800,289.74371948242185,,6.85156650782297,
2021-01-11,305.1220703125,307.8101459644931,304.47187033960773,306.63593604760837,32746400,290.58355834960935,,5.003212172589255,
2021-01-12,304.6368103027344,306.2476949303709,301.9972446157722,305.1608201678188,29266800,291.3216668701172,,4.570598395811598,
2021-01-13,306.69415283203125,307.48988149060335,304.29719386672366,304.89885464410844,22898400,292.23673156738283,,4.947160881216894,
2021-01-14,305.05413818359375,308.140093031074,304.578608184304,307.14055307927555,23500100,293.10737182617186,,4.075901019817052,
2021-01-15,302.6376953125,305.8013004189801,301.3955485198215,304.8405860696371,35118700,293.83921020507813,,2.994319614894536,
2021-01-19,307.05316162109375,307.5577735764941,303.8604448492262,304.95703335116684,24537000,294.4218371582031,,4.290213180112512,
2021-01-20,314.19549560546875,315.13681204806176,307.1502077303495,310.67286647546683,30728100,295.0023968505859,,6.506082309766392,
2021-01-21,316.708984375,317.45623316356824,314.1567826727956,315.5347743552655,25130600,295.62896545410155,,7.130566143448913,
2021-01-22,315.7967224121094,316.8059463038928,315.10769714459855,315.6705620218577,21609400,296.35391723632813,,6.560670888745679,
2021-01-25,318.4071960449219,320.5518637811298,311.9053445971359,319.1835564070513,39080600,297.231240234375,,7.124404485157432,
2021-01-26,318.8729553222656,320.0083691925185,317.543473607474,319.12527609679165,25498100,297.99504821777344,,7.0061255142853,
2021-01-27,309.9838562011719,316.6215811795314,307.97506282722816,316.611897036331,55264000,298.60742248535155,,3.8098295149975314,
2021-01-28,311.8179931640625,316.7671828568104,310.56613250654624,311.18722076349377,42836300,299.2074676513672,,4.214642639664645,
2021-01-29,305.25787353515625,311.235714435012,303.51111472813875,310.1294121394821,55259000,299.6323309326172,,1.8774818408378469,
2021-02-01,312.88543701171875,313.9723117313327,306.67467355944177,308.70286470856337,35646000,300.22776123046873,,4.216024437371524,
2021-02-02,317.9898986816406,319.1447105842034,315.6899886351456,315.8549744562765,33930800,300.96712890625,,5.656022914280823,
2021-02-03,316.7283630371094,320.4354058966252,316.6701397138808,320.0666384394321,24824500,301.6372882080078,,5.003053474839225,
2021-02-04,320.47412109375,320.56145605662556,316.8059045774193,318.1257020072432,22350900,302.4211090087891,,5.969494703637324,
2021-02-05,321.56109619140625,322.5703498808603,319.78522549425804,321.4252516339507,22732000,303.2264764404297,,6.046510174905029,
2021-02-08,323.71539306640625,323.87066511645946,321.6095806706244,323.24960653136196,20462800,303.9958843994141,,6.486768301469215,
2021-02-09,323.6474914550781,324.9090361637729,322.7740824558569,322.78379621388433,17597500,304.7288708496094,,6.208345324393472,
2021-02-10,322.9100036621094,325.53985595567383,319.75611181567257,325.0837534886612,28068700,305.39421630859374,,5.73546793558668,
2021-02-11,324.68585205078125,325.09344492282906,322.2986069862676,324.44324500233137,22046100,306.08326232910156,,6.077623970721446,
2021-02-12,326.5005187988281,326.66547497757483,322.79347665907255,323.8415258888152,20346800,306.734208984375,,6.444116513740394,
2021-02-16,325.61749267578125,328.1891215313722,324.4529669677194,327.29631453984234,27080800,307.35993713378906,,5.940122096669009,
