Date,Open,High,Low,Close,Volume
2025-01-15,4.429999828338623,4.5,4.300000190734863,4.440000057220459,198200
2025-01-16,4.460000038146973,4.539999961853027,4.269999980926514,4.389999866485596,292700
2025-01-17,4.5,4.510000228881836,4.309999942779541,4.449999809265137,336800
2025-01-21,4.53000020980835,4.610000133514404,4.340000152587891,4.46999979019165,277300
2025-01-22,4.480000019073486,4.550000190734863,4.320000171661377,4.460000038146973,280500
2025-01-23,4.360000133514404,4.5,4.300000190734863,4.489999771118164,211900
2025-01-24,4.409999847412109,4.559999942779541,4.300000190734863,4.309999942779541,285600
2025-01-27,4.21999979019165,4.28000020980835,3.9700000286102295,4.079999923706055,465300
2025-01-28,4.079999923706055,4.119999885559082,3.869999885559082,3.9700000286102295,345800
2025-01-29,4.150000095367432,4.28000020980835,3.930000066757202,4.110000133514404,365900
2025-01-30,4.170000076293945,4.210000038146973,4.0,4.050000190734863,167400
2025-01-31,4.050000190734863,4.619999885559082,4.050000190734863,4.239999771118164,569100
2025-02-03,4.050000190734863,4.139999866485596,3.990000009536743,4.010000228881836,347500
2025-02-04,4.03000020980835,4.0980000495910645,3.890000104904175,4.0,371900
2025-02-05,4.010000228881836,4.03000020980835,3.9100000858306885,4.010000228881836,214900
2025-02-06,4.010000228881836,4.400000095367432,4.004000186920166,4.260000228881836,430500
2025-02-07,4.260000228881836,4.340000152587891,4.050000190734863,4.170000076293945,241600
2025-02-10,4.199999809265137,4.369999885559082,4.079999923706055,4.099999904632568,318200
2025-02-11,4.099999904632568,4.550000190734863,4.099999904632568,4.119999885559082,727500
2025-02-12,4.099999904632568,4.139999866485596,4.010000228881836,4.059999942779541,327500
2025-02-13,4.130000114440918,4.210000038146973,4.010000228881836,4.190000057220459,271200
2025-02-14,4.25,4.349999904632568,4.199999809265137,4.230000019073486,275300
2025-02-18,4.179999828338623,4.329999923706055,4.105000019073486,4.230000019073486,254900
2025-02-19,4.230000019073486,4.340000152587891,4.159999847412109,4.289999961853027,225700
2025-02-20,4.260000228881836,4.309999942779541,4.0,4.070000171661377,258400
2025-02-21,4.119999885559082,4.135000228881836,3.9040000438690186,3.9100000858306885,328600
2025-02-24,3.9100000858306885,3.9649999141693115,3.759999990463257,3.819999933242798,297300
2025-02-25,3.8499999046325684,3.890000104904175,3.6600000858306885,3.6600000858306885,408700
2025-02-26,3.759999990463257,3.819999933242798,3.630000114440918,3.6600000858306885,252600
2025-02-27,3.6600000858306885,3.690000057220459,3.5199999809265137,3.5199999809265137,293200
2025-02-28,3.5,3.5799999237060547,3.369999885559082,3.5799999237060547,217200
2025-03-03,3.619999885559082,3.631999969482422,3.305000066757202,3.3299999237060547,338200
2025-03-04,3.240000009536743,3.3450000286102295,3.119999885559082,3.25,353600
2025-03-05,3.25,3.3299999237060547,3.180000066757202,3.309999942779541,305500
2025-03-06,3.25,3.3399999141693115,3.069999933242798,3.0899999141693115,352800
2025-03-07,3.0899999141693115,3.1600000858306885,2.9700000286102295,3.130000114440918,445600
2025-03-10,3.0399999618530273,3.0829999446868896,2.6500000953674316,2.680000066757202,391900
2025-03-11,2.6500000953674316,2.6700000762939453,2.5199999809265137,2.5950000286102295,395300
2025-03-12,2.690000057220459,2.8299999237060547,2.677999973297119,2.740000009536743,298100
2025-03-13,2.759999990463257,2.7799999713897705,2.575000047683716,2.5899999141693115,301500
2025-03-14,2.6500000953674316,2.7300000190734863,2.640000104904175,2.7200000286102295,227700
2025-03-17,2.700000047683716,2.8399999141693115,2.700000047683716,2.799999952316284,211700
2025-03-18,2.8499999046325684,2.8499999046325684,2.640000104904175,2.680000066757202,318800
2025-03-19,2.9000000953674316,3.3919999599456787,2.9000000953674316,3.109999895095825,1296500
2025-03-20,3.200000047683716,4.309999942779541,3.200000047683716,4.190000057220459,4622200
2025-03-21,4.190000057220459,4.260000228881836,4.010000228881836,4.190000057220459,1210400
2025-03-24,4.199999809265137,4.829999923706055,4.190000057220459,4.739999771118164,3217700
2025-03-25,4.78000020980835,5.199999809265137,4.71999979019165,5.190000057220459,1879400
2025-03-26,5.110000133514404,5.809999942779541,5.090000152587891,5.800000190734863,2732300
2025-03-27,5.849999904632568,6.449999809265137,5.820000171661377,6.380000114440918,3397000
2025-03-28,6.409999847412109,7.070000171661377,6.300000190734863,6.710000038146973,3944000
2025-03-31,6.21999979019165,7.010000228881836,6.21999979019165,7.0,2778300
2025-04-01,7.269999980926514,7.53000020980835,6.75,7.260000228881836,2199200
2025-04-02,7.150000095367432,7.449999809265137,6.929999828338623,7.170000076293945,1074700
2025-04-03,6.449999809265137,7.40500020980835,6.400000095367432,7.309999942779541,912500
2025-04-04,7.03000020980835,7.050000190734863,6.300000190734863,6.570000171661377,1075400
2025-04-07,6.46999979019165,6.739999771118164,6.070000171661377,6.340000152587891,1166600
2025-04-08,6.559999942779541,6.71999979019165,5.800000190734863,5.909999847412109,1099900
2025-04-09,5.860000133514404,7.400000095367432,5.811999797821045,7.289999961853027,1130900
2025-04-10,7.070000171661377,7.519999980926514,6.920000076293945,7.510000228881836,796200
2025-04-11,7.409999847412109,7.73799991607666,7.159999847412109,7.329999923706055,671800
2025-04-14,7.5,7.5,6.829999923706055,7.179999828338623,866500
2025-04-15,7.119999885559082,8.119999885559082,7.074999809265137,7.800000190734863,2495300
2025-04-16,7.610000133514404,8.0600004196167,6.920000076293945,7.170000076293945,1609400
2025-04-17,7.099999904632568,7.610000133514404,7.059999942779541,7.289999961853027,1131100
2025-04-21,7.239999771118164,7.239999771118164,6.099999904632568,6.295000076293945,1569900
2025-04-22,6.300000190734863,6.460000038146973,6.111000061035156,6.179999828338623,979900
2025-04-23,6.425000190734863,7.179999828338623,6.425000190734863,6.739999771118164,1056200
2025-04-24,6.739999771118164,7.494999885559082,6.650000095367432,7.489999771118164,926900
2025-04-25,7.489999771118164,7.5,7.150000095367432,7.320000171661377,816200
2025-04-28,7.320000171661377,7.760000228881836,6.900000095367432,7.179999828338623,788100
