Date,Close,High,Low,Open,Volume
2025-06-30,1.9500000476837158,2.0399999618530273,1.9450000524520874,2.0,7198500
2025-07-01,1.9450000524520874,1.9800000190734863,1.8700000047683716,1.9500000476837158,5580600
2025-07-02,2.009999990463257,2.0299999713897705,1.9199999570846558,1.9199999570846558,5573500
2025-07-03,1.9600000381469727,2.0399999618530273,1.940000057220459,2.0299999713897705,4398300
2025-07-07,1.8600000143051147,1.9600000381469727,1.8300000429153442,1.9500000476837158,7052400
2025-07-08,1.909999966621399,1.909999966621399,1.8600000143051147,1.8799999952316284,5241700
2025-07-09,1.899999976158142,1.9299999475479126,1.840000033378601,1.909999966621399,5565400
2025-07-10,1.8700000047683716,1.9049999713897705,1.8300000429153442,1.8799999952316284,5450600
2025-07-11,1.8200000524520874,1.8700000047683716,1.7799999713897705,1.8600000143051147,6806300
2025-07-14,1.8300000429153442,1.850000023841858,1.7999999523162842,1.809999942779541,3605100
2025-07-15,1.7300000190734863,1.840000033378601,1.7300000190734863,1.8300000429153442,5263300
2025-07-16,1.909999966621399,1.9199999570846558,1.7899999618530273,1.7999999523162842,9834000
2025-07-17,2.009999990463257,2.109999895095825,1.9299999475479126,1.9500000476837158,17320200
2025-07-18,1.9900000095367432,2.069999933242798,1.9700000286102295,2.0399999618530273,9065800
2025-07-21,2.0899999141693115,2.1600000858306885,2.009999990463257,2.059999942779541,15449600
2025-07-22,2.0399999618530273,2.0799999237060547,1.909999966621399,2.0799999237060547,12674900
2025-07-23,2.1600000858306885,2.3299999237060547,2.049999952316284,2.240000009536743,26806300
2025-07-24,2.059999942779541,2.180000066757202,2.049999952316284,2.180000066757202,9647500
2025-07-25,2.009999990463257,2.059999942779541,1.9900000095367432,2.049999952316284,6848300
2025-07-28,1.9700000286102295,2.0899999141693115,1.9299999475479126,2.059999942779541,8399800
2025-07-29,1.899999976158142,1.996999979019165,1.850000023841858,1.9700000286102295,7179600
2025-07-30,1.8799999952316284,1.940000057220459,1.850000023841858,1.899999976158142,4163100
2025-07-31,1.899999976158142,2.0299999713897705,1.8949999809265137,1.9199999570846558,6846100
2025-08-01,1.8200000524520874,1.8600000143051147,1.7799999713897705,1.8200000524520874,5971100
2025-08-04,1.899999976158142,1.909999966621399,1.8300000429153442,1.850000023841858,3134000
2025-08-05,1.9299999475479126,1.9500000476837158,1.8600000143051147,1.899999976158142,2980400
2025-08-06,1.8600000143051147,1.9199999570846558,1.840000033378601,1.9199999570846558,3503700
2025-08-07,1.840000033378601,1.909999966621399,1.8200000524520874,1.8899999856948853,3947600
2025-08-08,1.8300000429153442,1.8700000047683716,1.809999942779541,1.8550000190734863,4016600
2025-08-11,2.109999895095825,2.109999895095825,1.8600000143051147,1.8700000047683716,19462700
2025-08-12,2.119999885559082,2.1500000953674316,1.9299999475479126,2.0799999237060547,14361000
2025-08-13,2.1500000953674316,2.2049999237060547,2.0399999618530273,2.190000057220459,12021100
2025-08-14,2.259999990463257,2.2699999809265137,2.049999952316284,2.059999942779541,14354900
2025-08-15,2.2100000381469727,2.3299999237060547,2.140000104904175,2.259999990463257,8980400
2025-08-18,2.2100000381469727,2.25,2.0999999046325684,2.200000047683716,6892800
2025-08-19,2.0299999713897705,2.25,1.9800000190734863,2.25,11891900
2025-08-20,2.0,2.0490000247955322,1.899999976158142,2.0,7175300
2025-08-21,1.9900000095367432,2.009999990463257,1.940000057220459,1.9900000095367432,4427300
2025-08-22,2.0899999141693115,2.109999895095825,1.9900000095367432,2.0,7283400
2025-08-25,2.380000114440918,2.569999933242798,2.0799999237060547,2.180000066757202,66141900
2025-08-26,3.1500000953674316,3.240000009536743,2.380000114440918,2.509999990463257,95940500
2025-08-27,3.309999942779541,3.880000114440918,3.0399999618530273,3.1500000953674316,125124800
2025-08-28,3.0950000286102295,3.299999952316284,2.9700000286102295,3.015000104904175,49148800
2025-08-29,3.0450000762939453,3.5899999141693115,3.009999990463257,3.4049999713897705,50831400
2025-09-02,2.890000104904175,3.0899999141693115,2.75,2.819999933242798,29880600
2025-09-03,2.680000066757202,2.950000047683716,2.630000114440918,2.9200000762939453,26172000
2025-09-04,2.5399999618530273,2.690000057220459,2.509999990463257,2.6510000228881836,20133800
2025-09-05,2.5299999713897705,2.6700000762939453,2.369999885559082,2.609999895095825,27245400
2025-09-08,2.9800000190734863,2.990000009536743,2.569999933242798,2.569999933242798,37863200
2025-09-09,3.0399999618530273,3.0799999237060547,2.859999895095825,2.9800000190734863,21414500
2025-09-10,2.859999895095825,3.059999942779541,2.7899999618530273,3.049999952316284,20932100
2025-09-11,3.2200000286102295,3.3499999046325684,2.859999895095825,2.8949999809265137,45894700
2025-09-12,3.2850000858306885,3.48799991607666,3.200000047683716,3.299999952316284,34779500
2025-09-15,3.890000104904175,3.9700000286102295,3.359999895095825,3.424999952316284,74234300
2025-09-16,3.869999885559082,4.25,3.680000066757202,3.950000047683716,51788900
2025-09-17,3.9800000190734863,4.239999771118164,3.7149999141693115,3.869999885559082,50578000
2025-09-18,4.489999771118164,4.650000095367432,4.099999904632568,4.230000019073486,45894400
2025-09-19,4.449999809265137,4.949999809265137,4.320000171661377,4.695000171661377,60753500
2025-09-22,5.539999961853027,5.570000171661377,4.360000133514404,4.440000057220459,75824200
2025-09-23,4.869999885559082,5.710000038146973,4.764999866485596,5.610000133514404,63760000
2025-09-24,4.409999847412109,5.150000095367432,4.369999885559082,5.070000171661377,48837200
2025-09-25,4.090000152587891,4.300000190734863,3.9700000286102295,4.139999866485596,35801400
2025-09-26,4.199999809265137,4.300000190734863,3.9200000762939453,4.239999771118164,38614100
2025-09-29,4.099999904632568,4.590000152587891,4.059999942779541,4.460000038146973,55185500
2025-09-30,4.289999961853027,4.309999942779541,3.8499999046325684,4.019999980926514,51088100
2025-10-01,4.760000228881836,4.809999942779541,4.130000114440918,4.199999809265137,48283000
2025-10-02,5.159999847412109,5.260000228881836,4.730000019073486,4.880000114440918,51263300
2025-10-03,6.179999828338623,6.300000190734863,5.019999980926514,5.304999828338623,102606400
2025-10-06,6.579999923706055,7.119999885559082,6.380000114440918,6.760000228881836,79734100
2025-10-07,7.059999942779541,7.429999828338623,6.400000095367432,6.559999942779541,86833300
2025-10-08,6.809999942779541,7.340000152587891,6.550000190734863,7.090000152587891,61801100
2025-10-09,6.53000020980835,7.179999828338623,6.28000020980835,6.670000076293945,54806900
2025-10-10,5.920000076293945,6.800000190734863,5.889999866485596,6.5,54285600
2025-10-13,6.449999809265137,6.71999979019165,5.980000019073486,6.150000095367432,50277100
2025-10-14,6.730000019073486,7.050000190734863,5.929999828338623,6.275000095367432,106256600
2025-10-15,6.159999847412109,7.0,5.855000019073486,6.900000095367432,101932700
2025-10-16,5.670000076293945,6.269999980926514,5.585000038146973,6.260000228881836,53987200
2025-10-17,5.440000057220459,5.610000133514404,5.210000038146973,5.409999847412109,31253300
2025-10-20,5.559999942779541,5.729000091552734,5.28000020980835,5.659999847412109,39526600
2025-10-21,5.630000114440918,5.96999979019165,5.260000228881836,5.489999771118164,43250600
2025-10-22,5.059999942779541,5.360000133514404,4.690000057220459,5.304999828338623,42551700
2025-10-23,5.420000076293945,5.539999961853027,5.0,5.119999885559082,27000500
2025-10-24,6.079999923706055,6.139999866485596,5.519999980926514,5.53000020980835,36057700
2025-10-27,5.869999885559082,6.420000076293945,5.860000133514404,6.360000133514404,37551900
2025-10-28,5.260000228881836,6.179999828338623,5.239999771118164,5.869999885559082,49525200
2025-10-29,5.070000171661377,5.300000190734863,4.841000080108643,5.199999809265137,31863200
2025-10-30,4.949999809265137,5.046999931335449,4.675000190734863,4.920000076293945,19046400
2025-10-31,4.820000171661377,5.179999828338623,4.639999866485596,5.050000190734863,20070500
2025-11-03,4.440000057220459,4.869999885559082,4.340000152587891,4.809999942779541,23892400
2025-11-04,4.050000190734863,4.315000057220459,3.9800000190734863,4.070000171661377,28300900
2025-11-05,4.03000020980835,4.189000129699707,4.019999980926514,4.179999828338623,15677300
2025-11-06,3.7200000286102295,4.019999980926514,3.700000047683716,4.010000228881836,20717500
2025-11-07,3.740000009536743,3.75,3.4000000953674316,3.5,23591600
2025-11-10,3.799999952316284,4.110000133514404,3.640000104904175,4.079999923706055,21922200
2025-11-11,3.630000114440918,3.75,3.549999952316284,3.740000009536743,15149400
2025-11-12,3.549999952316284,3.805000066757202,3.5,3.6700000762939453,15540000
2025-11-13,3.259999990463257,3.490000009536743,3.200000047683716,3.430000066757202,15298000
2025-11-14,3.3499999046325684,3.4700000286102295,3.0910000801086426,3.0999999046325684,18069300
2025-11-17,3.119999885559082,3.319999933242798,3.069999933242798,3.2200000286102295,13510700
2025-11-18,3.240000009536743,3.319999933242798,3.0199999809265137,3.049999952316284,37755900
2025-11-19,3.2100000381469727,3.3299999237060547,3.0899999141693115,3.2699999809265137,21561100
2025-11-20,3.0399999618530273,3.509999990463257,3.0299999713897705,3.4800000190734863,22069500
2025-11-21,3.0,3.0850000381469727,2.809999942779541,3.0,20334400
2025-11-24,3.2699999809265137,3.299999952316284,3.059999942779541,3.0899999141693115,17644000
2025-11-25,3.5799999237060547,3.619999885559082,3.119999885559082,3.2899999618530273,21878300
2025-11-26,3.4600000381469727,3.6500000953674316,3.450000047683716,3.630000114440918,18423900
2025-11-28,3.549999952316284,3.6649999618530273,3.4600000381469727,3.5399999618530273,8907700
2025-12-01,3.3499999046325684,3.559999942779541,3.315000057220459,3.4000000953674316,10671000
2025-12-02,3.559999942779541,3.640000104904175,3.359999895095825,3.380000114440918,16501100
2025-12-03,4.21999979019165,4.235000133514404,3.4700000286102295,3.75,87911300
2025-12-04,4.590000152587891,4.829999923706055,4.050000190734863,4.139999866485596,79755000
2025-12-05,4.460000038146973,4.735000133514404,4.309999942779541,4.46999979019165,47153200
2025-12-08,4.380000114440918,4.679999828338623,4.139999866485596,4.510000228881836,34746100
2025-12-09,4.340000152587891,4.46999979019165,4.110000133514404,4.260000228881836,24467700
