Date,Close,High,Low,Open,Volume
2025-09-09,162.36000061035156,162.75,156.3699951171875,157.25,61359500
2025-09-10,166.74000549316406,169.0,163.44000244140625,166.0,62211400
2025-09-11,164.36000061035156,167.45799255371094,163.22000122070312,167.24000549316406,42025500
2025-09-12,171.42999267578125,171.52999877929688,164.00999450683594,165.35000610351562,54498500
2025-09-15,171.2100067138672,171.8000030517578,167.41000366210938,169.60000610351562,45396100
2025-09-16,170.25999450683594,171.30999755859375,168.9600067138672,171.0399932861328,34598700
2025-09-17,168.3300018310547,169.67999267578125,161.27000427246094,169.02000427246094,69255500
2025-09-18,176.97000122070312,178.8000030517578,169.38999938964844,170.27000427246094,70768600
2025-09-19,182.38999938964844,184.4199981689453,176.7100067138672,177.07000732421875,109129900
2025-09-22,179.3300018310547,182.25,178.2899932861328,180.8800048828125,45916700
2025-09-23,182.5500030517578,185.75,177.00999450683594,182.50999450683594,62354800
2025-09-24,179.55999755859375,184.85000610351562,177.1199951171875,183.91000366210938,45379700
2025-09-25,179.1199951171875,184.32000732421875,174.2899932861328,175.8000030517578,72321200
2025-09-26,177.57000732421875,180.1199951171875,174.91000366210938,179.0500030517578,44275800
2025-09-29,178.86000061035156,181.47999572753906,177.16000366210938,179.63999938964844,38413800
2025-09-30,182.4199981689453,182.77000427246094,178.22000122070312,178.97999572753906,43561700
2025-10-01,184.9499969482422,186.27999877929688,179.5,181.32000732421875,45717300
2025-10-02,187.0500030517578,188.1999969482422,182.9499969482422,186.6999969482422,39849200
2025-10-03,173.07000732421875,186.83999633789062,170.77000427246094,186.39999389648438,105533400
2025-10-06,179.52999877929688,182.9499969482422,177.8300018310547,179.17999267578125,52504200
2025-10-07,182.1699981689453,186.17999267578125,179.4199981689453,180.30999755859375,58179300
2025-10-08,183.55999755859375,184.25999450683594,181.1999969482422,182.8000030517578,36299700
2025-10-09,185.47000122070312,187.6199951171875,179.9499969482422,183.5800018310547,45050300
2025-10-10,175.44000244140625,187.10000610351562,173.52999877929688,185.1699981689453,55194000
2025-10-13,177.2100067138672,179.22000122070312,173.4499969482422,178.67999267578125,41332400
2025-10-14,179.74000549316406,182.33999633789062,170.82000732421875,176.0,49261400
2025-10-15,179.6199951171875,184.35000610351562,176.02000427246094,181.65499877929688,37372100
2025-10-16,178.1199951171875,184.82000732421875,176.4499969482422,181.77999877929688,42870900
2025-10-17,178.14999389648438,181.58999633789062,173.9499969482422,177.75,43421500
2025-10-20,181.58999633789062,183.08999633789062,177.44000244140625,179.49000549316406,31975800
2025-10-21,181.50999450683594,182.38900756835938,178.64999389648438,182.05999755859375,27528100
2025-10-22,175.49000549316406,182.2100067138672,169.4199981689453,181.92999267578125,58263100
2025-10-23,180.47999572753906,181.55999755859375,175.00999450683594,175.44500732421875,35812300
2025-10-24,184.6300048828125,186.1699981689453,182.85000610351562,182.8800048828125,34813500
2025-10-27,189.17999267578125,192.8300018310547,187.52000427246094,188.97000122070312,47153100
2025-10-28,189.60000610351562,191.77999877929688,186.77999877929688,189.47999572753906,38201000
2025-10-29,198.80999755859375,199.85000610351562,190.49000549316406,191.0800018310547,65537300
2025-10-30,194.5500030517578,199.6699981689453,194.1199951171875,198.4250030517578,43541700
2025-10-31,200.47000122070312,204.17999267578125,197.9199981689453,199.1999969482422,52697600
2025-11-03,207.17999267578125,207.52000427246094,201.82000732421875,205.0449981689453,81016800
2025-11-04,190.74000549316406,195.6999969482422,185.55999755859375,192.07000732421875,121380900
2025-11-05,187.89999389648438,190.32000732421875,181.2100067138672,189.0,76121000
2025-11-06,175.0500030517578,191.08999633789062,174.52999877929688,187.99000549316406,78468600
2025-11-07,177.92999267578125,178.6999969482422,168.91000366210938,173.14999389648438,73989700
2025-11-10,193.61000061035156,194.92999267578125,183.52000427246094,184.30999755859375,87764200
2025-11-11,190.9600067138672,192.9250030517578,187.1300048828125,190.3350067138672,49819700
2025-11-12,184.1699981689453,190.5800018310547,180.39999389648438,190.5800018310547,55347100
2025-11-13,172.13999938964844,182.6999969482422,170.7310028076172,181.71499633789062,63188800
2025-11-14,174.00999450683594,177.2899932861328,164.5,166.97500610351562,62596800
2025-11-17,171.25,174.24000549316406,167.67999267578125,170.52999877929688,50339000
2025-11-18,167.3300018310547,172.8300018310547,165.5,168.3699951171875,53710100
2025-11-19,165.4199981689453,169.60000610351562,162.4199981689453,167.8000030517578,46108200
2025-11-20,155.7449951171875,174.57000732421875,154.39500427246094,172.07000732421875,78443900
2025-11-21,154.85000610351562,158.11000061035156,147.55999755859375,156.00999450683594,71346400
2025-11-24,162.25,165.1699981689453,157.0,157.47000122070312,57877800
2025-11-25,163.5500030517578,164.64999389648438,156.55499267578125,160.07000732421875,36523500
2025-11-26,165.77000427246094,168.33900451660156,163.8800048828125,166.85000610351562,34610500
2025-11-28,168.4499969482422,168.8000030517578,165.875,167.75999450683594,17199500
2025-12-01,167.49000549316406,169.10000610351562,163.1199951171875,165.0,27779600
2025-12-02,170.69000244140625,175.75,169.58999633789062,169.58999633789062,35368000
2025-12-03,176.0800018310547,177.91000366210938,168.8300018310547,170.13999938964844,30541600
2025-12-04,177.9199981689453,178.44000244140625,174.42999267578125,176.36500549316406,29217800
2025-12-05,181.75999450683594,182.1529998779297,177.16000366210938,178.22999572753906,32079300
2025-12-08,181.49000549316406,183.8800048828125,179.5399932861328,182.2100067138672,30456700
2025-12-09,181.83999633789062,182.85000610351562,180.3800048828125,180.97000122070312,18937600
2025-12-10,187.91000366210938,190.38999938964844,182.75,184.9499969482422,59398000
2025-12-11,187.5399932861328,188.0500030517578,180.2100067138672,184.8000030517578,36843200
2025-12-12,183.57000732421875,186.52499389648438,177.66700744628906,185.80999755859375,42427400
2025-12-15,183.25,187.77999877929688,180.02999877929688,185.0800018310547,32796100
2025-12-16,187.75,188.5,181.14199829101562,181.65499877929688,42070300
2025-12-17,177.2899932861328,187.75,176.5,187.71499633789062,50424700
