Date,Open,High,Low,Close,Volume
2025-04-21,21.5,21.649999618530273,19.889999389648438,20.389999389648438,7025800
2025-04-22,20.719999313354492,21.979999542236328,20.6200008392334,21.530000686645508,9677800
2025-04-23,22.18000030517578,24.239999771118164,22.110000610351562,23.3700008392334,16020500
2025-04-24,23.700000762939453,25.270000457763672,23.690000534057617,24.31999969482422,10634900
2025-04-25,23.690000534057617,24.309999465942383,23.18000030517578,23.739999771118164,6558900
2025-04-28,24.059999465942383,25.25,23.020000457763672,24.489999771118164,6979500
2025-04-29,24.55500030517578,24.84000015258789,23.549999237060547,24.440000534057617,5164200
2025-04-30,23.530000686645508,23.809999465942383,22.520000457763672,23.739999771118164,6660100
2025-05-01,24.75,26.93000030517578,24.440000534057617,26.309999465942383,13354000
2025-05-02,27.0,27.399999618530273,26.100000381469727,26.239999771118164,11570500
2025-05-05,25.6299991607666,25.829999923706055,24.860000610351562,25.469999313354492,5554000
2025-05-06,24.790000915527344,28.96500015258789,24.530000686645508,28.65999984741211,18741400
2025-05-07,27.690000534057617,27.709999084472656,25.700000762939453,27.1200008392334,16692100
2025-05-08,28.200000762939453,28.40999984741211,26.440000534057617,26.950000762939453,10946600
2025-05-09,27.290000915527344,28.729999542236328,26.15999984741211,28.09000015258789,16100100
2025-05-12,29.729999542236328,30.2450008392334,28.15999984741211,28.850000381469727,15034200
2025-05-13,29.200000762939453,32.630001068115234,29.170000076293945,32.029998779296875,23396900
2025-05-14,34.54999923706055,39.369998931884766,34.099998474121094,37.0099983215332,39267300
2025-05-15,35.959999084472656,38.04999923706055,34.45000076293945,37.40999984741211,17537900
2025-05-16,38.529998779296875,39.900001525878906,36.150001525878906,37.720001220703125,18870200
2025-05-19,35.529998779296875,39.83000183105469,34.880001068115234,39.72999954223633,19004400
2025-05-20,41.33000183105469,41.33000183105469,36.849998474121094,37.56999969482422,16339800
2025-05-21,37.0,39.38999938964844,35.685001373291016,36.810001373291016,15484900
2025-05-22,36.810001373291016,40.43000030517578,35.849998474121094,39.720001220703125,19220400
2025-05-23,44.65999984741211,52.16999816894531,43.630001068115234,48.869998931884766,92503100
2025-05-27,49.52000045776367,54.47999954223633,46.119998931884766,53.900001525878906,45495500
2025-05-28,53.4900016784668,57.56999969482422,53.349998474121094,55.2400016784668,34572000
2025-05-29,55.724998474121094,56.0,51.72999954223633,52.93000030517578,21107000
2025-05-30,49.40999984741211,54.36000061035156,49.40999984741211,52.720001220703125,23478000
2025-06-02,50.71500015258789,53.58000183105469,50.2400016784668,52.439998626708984,15037100
2025-06-03,56.0,58.689998626708984,49.33000183105469,49.77000045776367,31354900
2025-06-04,49.42499923706055,51.18000030517578,45.04999923706055,49.09000015258789,19199000
2025-06-05,48.279998779296875,49.849998474121094,46.0099983215332,47.15999984741211,13211700
2025-06-06,47.099998474121094,50.54999923706055,46.400001525878906,50.290000915527344,13254600
2025-06-09,51.70000076293945,54.7400016784668,48.7599983215332,54.2599983215332,15735200
2025-06-10,54.279998779296875,56.5,50.790000915527344,52.540000915527344,14780200
2025-06-11,53.560001373291016,68.91000366210938,53.36000061035156,68.02999877929688,55913500
