Date,Open,High,Low,Close,Volume
2025-04-21,16.639999389648438,16.93000030517578,16.010000228881836,16.3799991607666,4437400
2025-04-22,16.450000762939453,17.350000381469727,16.43000030517578,16.8799991607666,3801600
2025-04-23,18.0,18.700000762939453,17.15999984741211,17.260000228881836,6169300
2025-04-24,17.270000457763672,18.40999984741211,17.270000457763672,18.139999389648438,9676900
2025-04-25,18.149999618530273,19.139999389648438,17.959999084472656,18.93000030517578,5913400
2025-04-28,18.920000076293945,19.514999389648438,18.829999923706055,19.239999771118164,4634100
2025-04-29,19.309999465942383,19.440000534057617,18.719999313354492,18.90999984741211,3762700
2025-04-30,18.15999984741211,18.510000228881836,17.65999984741211,18.31999969482422,9363400
2025-05-01,18.850000381469727,19.0,16.75,16.809999465942383,12350700
2025-05-02,17.229999542236328,17.229999542236328,16.25,16.440000534057617,9813100
2025-05-05,16.915000915527344,17.299999237060547,16.290000915527344,16.31999969482422,6428100
2025-05-06,16.09000015258789,16.6299991607666,16.049999237060547,16.34000015258789,6675700
2025-05-07,16.43000030517578,16.719999313354492,16.18000030517578,16.530000686645508,5910500
2025-05-08,16.770000457763672,17.7189998626709,16.469999313354492,17.239999771118164,11278400
2025-05-09,17.3700008392334,17.635000228881836,17.1299991607666,17.6200008392334,3473300
2025-05-12,18.610000610351562,19.190000534057617,18.45199966430664,18.90999984741211,6689100
2025-05-13,19.200000762939453,19.479999542236328,18.760000228881836,19.15999984741211,4949000
2025-05-14,19.350000381469727,20.28499984741211,19.299999237060547,20.25,6761700
2025-05-15,20.06999969482422,20.155000686645508,19.18000030517578,19.81999969482422,4106000
2025-05-16,20.0,20.229999542236328,19.690000534057617,20.110000610351562,6557300
2025-05-19,19.25,19.52899932861328,18.780000686645508,19.229999542236328,4543800
2025-05-20,19.290000915527344,19.579999923706055,18.924999237060547,19.110000610351562,3205400
2025-05-21,18.739999771118164,18.940000534057617,18.079999923706055,18.209999084472656,3482200
2025-05-22,17.68000030517578,18.389999389648438,17.010000228881836,18.3700008392334,4648500
2025-05-23,18.0,19.579999923706055,17.850000381469727,19.479999542236328,5067200
2025-05-27,19.729999542236328,19.84000015258789,19.329999923706055,19.760000228881836,4052600
2025-05-28,19.799999237060547,19.950000762939453,19.170000076293945,19.59000015258789,2561800
2025-05-29,19.770000457763672,19.809999465942383,18.469999313354492,18.56999969482422,4624200
2025-05-30,18.43000030517578,18.790000915527344,18.15999984741211,18.469999313354492,3325300
2025-06-02,18.549999237060547,18.719999313354492,18.1200008392334,18.280000686645508,3497800
2025-06-03,18.780000686645508,20.6200008392334,18.391000747680664,20.40999984741211,7376700
2025-06-04,20.600000381469727,21.354000091552734,20.059999465942383,20.25,6535900
2025-06-05,20.34000015258789,21.1200008392334,19.969999313354492,20.450000762939453,5330000
2025-06-06,20.81999969482422,21.81999969482422,20.809999465942383,21.780000686645508,5254100
2025-06-09,22.0,22.14699935913086,21.360000610351562,21.43000030517578,3603700
2025-06-10,21.600000381469727,22.229999542236328,21.420000076293945,21.6299991607666,4701000
2025-06-11,21.729999542236328,22.719999313354492,21.610000610351562,22.530000686645508,4465600
2025-06-12,22.020000457763672,22.40999984741211,21.81999969482422,22.25,3998100
2025-06-13,21.5,22.170000076293945,21.40999984741211,21.950000762939453,2815600
2025-06-16,22.360000610351562,23.0,22.06999969482422,22.90999984741211,5358800
2025-06-17,21.610000610351562,22.25,21.270000457763672,21.34000015258789,4143000
2025-06-18,21.020000457763672,21.815000534057617,20.93000030517578,21.5,5149400
2025-06-20,21.709999084472656,21.84000015258789,21.40999984741211,21.75,2972700
2025-06-23,21.80500030517578,22.790000915527344,21.43000030517578,22.559999465942383,3685300
2025-06-24,22.940000534057617,23.06999969482422,22.09000015258789,22.950000762939453,4609700
2025-06-25,23.0,23.0,21.549999237060547,21.600000381469727,4071900
2025-06-26,21.84000015258789,22.334999084472656,21.5,22.329999923706055,4175300
2025-06-27,22.649999618530273,22.780000686645508,21.860000610351562,22.18000030517578,5084100
2025-06-30,24.649999618530273,24.90999984741211,23.549999237060547,23.920000076293945,11413300
2025-07-01,23.420000076293945,23.700000762939453,21.520000457763672,22.1299991607666,10357400
2025-07-02,22.329999923706055,23.209999084472656,21.8799991607666,22.559999465942383,5431800
2025-07-03,22.809999465942383,24.617000579833984,22.809999465942383,24.239999771118164,4391000
2025-07-07,23.989999771118164,24.84000015258789,23.75,24.360000610351562,6809300
2025-07-08,24.219999313354492,24.850000381469727,23.940000534057617,24.299999237060547,4644300
2025-07-09,26.079999923706055,29.440000534057617,25.84000015258789,28.709999084472656,21937400
2025-07-10,26.260000228881836,26.760000228881836,25.25200080871582,25.850000381469727,18557300
2025-07-11,25.729999542236328,26.079999923706055,24.940000534057617,25.399999618530273,7239800
2025-07-14,25.600000381469727,26.350000381469727,25.299999237060547,25.959999084472656,7162800
2025-07-15,26.350000381469727,26.489999771118164,25.110000610351562,25.309999465942383,7000800
2025-07-16,25.229999542236328,25.3799991607666,24.139999389648438,24.690000534057617,6370400
2025-07-17,24.690000534057617,25.420000076293945,24.309999465942383,24.309999465942383,5813200
2025-07-18,24.440000534057617,25.01799964904785,24.040000915527344,24.989999771118164,4998900
2025-07-21,25.3799991607666,26.3700008392334,25.200000762939453,25.360000610351562,6665600
2025-07-22,25.309999465942383,26.030000686645508,24.385000228881836,25.93000030517578,5071000
2025-07-23,26.274999618530273,26.93000030517578,25.739999771118164,26.889999389648438,6069100
2025-07-24,30.450000762939453,33.90999984741211,29.899999618530273,33.060001373291016,39241200
2025-07-25,33.54999923706055,34.77899932861328,33.209999084472656,34.34000015258789,16435600
2025-07-28,34.900001525878906,34.900001525878906,33.5099983215332,34.779998779296875,12965200
2025-07-29,34.4900016784668,35.560001373291016,34.0,34.75,9682500
2025-07-30,35.09000015258789,38.08000183105469,34.540000915527344,37.619998931884766,16357500
2025-07-31,37.0,39.09000015258789,36.810001373291016,37.38999938964844,18527500
2025-08-01,32.7400016784668,38.029998779296875,32.52000045776367,36.720001220703125,17502400
2025-08-04,37.720001220703125,37.79999923706055,35.0,36.099998474121094,7913800
2025-08-05,36.5099983215332,39.150001525878906,36.380001068115234,37.61000061035156,12722200
2025-08-06,38.0099983215332,39.75,37.79999923706055,38.86000061035156,9392500
2025-08-07,39.349998474121094,39.854000091552734,35.849998474121094,36.79999923706055,9586800
2025-08-08,37.15999984741211,37.86000061035156,36.470001220703125,36.79999923706055,4753500
2025-08-11,37.125,38.56999969482422,36.79999923706055,37.650001525878906,5760400
