setup,class,ticker,signal_date,signal_idx,entry_idx,is_example,entry_close,adr,stop,outcome,reason,bars,move_adr
bf,breakout,RVLV,2020-12-10,238,239,0,24.07,1.3723571428571428,23.3,WIN,earnings_flat_favorable,48.0,9.494613022432729
bf,breakout,RVLV,2024-12-06,1241,1242,0,36.19,1.9132142857142858,35.55,LOSS,stop_hit,1.0,-0.3345155870823225
bf,breakout,ARLO,2020-12-11,239,240,0,8.43,0.9067214285714285,7.96,LOSS,stop_hit,10.0,-0.5183510449736489
bf,breakout,ESTC,2020-12-11,239,240,0,139.5,5.969264285714284,139.18,LOSS,stop_hit,1.0,-0.05360794642077099
bf,breakout,QTWO,2020-12-11,239,240,0,120.09,3.322999999999998,117.31,BE,ratchet_hit,15.0,0.0
bf,breakout,TAN,2020-12-11,239,240,0,85.4554,2.878741491935699,83.86736374872152,WIN,exit_fired,43.0,10.27139813798205
bf,breakout,TBHC,2020-12-16,242,243,0,19.73,1.8795214285714288,18.31,LOSS,stop_hit,7.0,-0.7555114713851938
bf,breakout,AGYS,2020-12-17,243,244,0,39.67,1.6393571428571423,39.51,LOSS,stop_hit,1.0,-0.09759923314888469
bf,breakout,SNBR,2020-12-21,245,246,0,83.68,4.262492857142859,82.38,LOSS,stop_hit,1.0,-0.30498584832149117
bf,breakout,SNBR,2021-01-05,254,255,1,86.77,4.318207142857145,82.83,WIN,earnings_flat_favorable,27.0,8.276583039588187
bf,breakout,MTA,2020-12-22,246,247,0,11.1632,0.6524625450347241,11.1632,LOSS,stop_hit,1.0,0.0
bf,breakout,MTA,2020-12-30,251,252,0,12.4964,0.6877833678496933,11.53131178343949,LOSS,stop_hit,5.0,-1.4031863253364074
bf,breakout,CDE,2020-12-28,249,250,0,9.82,0.6028571428571426,9.51,WIN,exit_fired,4.0,1.924170616113745
bf,breakout,AMRC,2020-12-30,251,252,0,52.24,2.5010999999999988,51.76,LOSS,stop_hit,1.0,-0.19191555715485356
bf,breakout,AMRC,2021-01-19,263,264,0,58.44,3.152564285714285,56.6,LOSS,stop_hit,3.0,-0.583651857104986
bf,breakout,CDXS,2020-12-30,251,252,0,21.83,1.1082642857142861,21.58,LOSS,stop_hit,1.0,-0.22557796296654348
bf,breakout,CDXS,2021-08-26,416,417,0,26.65,1.1576642857142858,25.29,LOSS,stop_hit,11.0,-1.1747792661331615
bf,breakout,BLDP,2020-12-31,252,253,0,22.53,1.3278214285714278,22.18,LOSS,stop_hit,1.0,-0.2635896608300397
bf,breakout,BLDP,2021-01-05,254,255,1,24.305,1.4028428571428566,23.2,WIN,exit_fired,23.0,11.829550199085533
bf,breakout,BLDP,2025-10-13,1452,1453,0,3.98,0.2887142857142857,3.302,WIN,exit_fired,1.0,-0.7619990103908963
bf,breakout,IZEA,2020-12-31,252,253,0,7.24,0.9965142857142857,6.92,LOSS,stop_hit,1.0,-0.3211193302368258
bf,breakout,IZEA,2021-01-05,254,255,0,6.88,0.9930857142857141,6.8,WIN,exit_fired,13.0,19.253121583520343
bf,breakout,IZEA,2021-01-07,256,257,1,9.0,1.0965142857142853,7.28,WIN,exit_fired,11.0,15.503673979884313
bf,breakout,WOLF,2020-12-31,252,253,0,106.9875,5.22119398619608,105.71752967567062,LOSS,stop_hit,1.0,-0.24323369859211452
bf,breakout,EH,2021-01-04,253,254,1,25.5,2.9139285714285705,21.02,WIN,exit_fired,14.0,22.135065571761253
bf,breakout,ENPH,2021-01-04,253,254,0,181.48,10.863571428571431,173.55,WIN,exit_fired,14.0,0.5394174501939653
bf,breakout,SDGR,2021-01-05,230,231,0,79.67,4.155285714285713,78.52,WIN,exit_fired,37.0,6.51218757520542
bf,breakout,BLNK,2021-01-06,255,256,0,44.2,6.274685714285716,42.27,LOSS,stop_hit,1.0,-0.30758512663127113
bf,breakout,LMND,2021-01-06,129,130,0,152.18,12.705000000000004,122.69,WIN,exit_fired,3.0,1.6379378197560013
bf,breakout,CSIQ,2021-01-12,259,260,0,54.45,3.4428999999999994,53.4001,LOSS,stop_hit,2.0,-0.30494641145545937
bf,breakout,CSIQ,2021-01-14,261,262,0,51.27,3.3428999999999993,51.04,WIN,exit_fired,6.0,2.7491100541446047
bf,breakout,IMMR,2021-01-12,259,260,0,11.0063,0.9602034928589939,10.865948169477582,LOSS,stop_hit,1.0,-0.14616883979928258
bf,breakout,FFBC,2021-01-14,261,262,0,16.5231,0.5647232729907047,16.124855090998526,LOSS,stop_hit,3.0,-0.705203642294424
bf,breakout,DRS,2021-01-15,262,263,0,10.0011,0.6409513488524461,9.813332312252964,LOSS,stop_hit,6.0,-0.292951544736138
bf,breakout,PENG,2021-01-15,262,263,0,20.64,0.9297607142857142,19.795,LOSS,stop_hit,4.0,-0.9088359908271318
bf,breakout,PENG,2021-02-02,273,274,0,19.64,0.6946785714285709,19.43,WIN,earnings_flat_favorable,41.0,7.341524857333815
bf,breakout,TSEM,2021-01-19,263,264,0,30.1,1.0469999999999993,29.85,LOSS,stop_hit,3.0,-0.23877745940783207
bf,breakout,TDAY,2021-01-21,265,266,0,4.19,0.3478571428571428,3.9,WIN,earnings_flat_favorable,22.0,4.082135523613964
bf,breakout,TDAY,2021-01-26,268,269,0,4.61,0.3778571428571428,3.97,WIN,earnings_flat_favorable,19.0,2.6465028355387528
bf,breakout,GCO,2021-01-28,270,271,0,38.81,2.7204285714285725,38.19,WIN,earnings_flat_favorable,27.0,4.433125032820455
bf,breakout,SPT,2021-01-29,271,272,0,64.0,4.3200714285714295,63.24,LOSS,stop_hit,1.0,-0.17592301714588002
bf,breakout,SPT,2021-08-20,412,413,0,111.03,5.388928571428572,105.32,WIN,exit_fired,25.0,1.0243223540327382
bf,breakout,AXON,2021-02-01,272,273,0,166.53,8.643571428571429,165.01,LOSS,stop_hit,1.0,-0.17585323526981358
bf,breakout,AXON,2021-02-03,274,275,1,175.34,8.453571428571426,166.03,WIN,exit_fired,8.0,0.3596113223489641
bf,breakout,NIU,2021-02-02,273,274,0,48.9,3.739635714285715,47.91,LOSS,stop_hit,1.0,-0.26473166790501035
bf,breakout,NIU,2021-02-04,275,276,0,45.84,3.784635714285715,43.865,LOSS,stop_hit,2.0,-0.521846790311957
bf,breakout,OMER,2021-02-01,272,273,0,21.06,1.106207142857143,20.57,WIN,exit_fired,14.0,0.9853489077865807
bf,breakout,PHR,2021-02-01,272,273,0,68.94,2.919378571428571,67.72,WIN,exit_fired,10.0,2.2436281694000426
bf,breakout,EOLS,2021-02-03,274,275,0,7.13,0.848942857142857,6.85,LOSS,stop_hit,1.0,-0.3298219634503419
bf,breakout,ECOR,2021-02-03,274,275,0,39.75,5.535000000000003,37.949999999999996,LOSS,stop_hit,1.0,-0.32520325203252093
bf,breakout,ECOR,2021-02-11,280,281,0,42.9,4.831071428571429,40.65,LOSS,stop_hit,2.0,-0.4657351962741184
bf,breakout,PI,2021-02-03,274,275,0,60.47,3.436357142857143,58.61,WIN,earnings_flat_favorable,3.0,1.03307073520547
