feature,entry_mean,entry_std,other_mean,pooled_std,sep_zscore,n_entry
ext_avgc200_pct,36.001812,16.926552,40.43949,17.374317,0.25541604,110
tir_aroon_down14_gt_70_10,0.3697479,1.2746928,0.13235295,0.92955154,0.25538656,119
ct_stoch14_lt_20_3,0.033613447,0.22295277,0.004201681,0.11521477,0.25527775,119
ct_avgc50_falling_3,0.15966387,0.5963624,0.05462185,0.41176292,0.25510317,119
w_st_h_gt_h1_15,0.025641026,0.15874174,0.0940171,0.26833028,0.2548206,117
w_st_h_gt_h1_20,0.025641026,0.15874174,0.0940171,0.26833028,0.2548206,117
ext_slope_xavgc8_adr14_5b,0.7596878,1.3000532,1.0735345,1.2319208,0.25476208,118
st_es_ext200_stoch14_lt_50_50,5.6525426,6.811725,7.4894066,7.214021,0.25462416,118
ct_es_ext50_stoch14_lt_50_10,4.322034,3.159253,3.5672626,2.965072,0.2545541,118
ext_slope_xavgc8_atr14_5b,0.7197542,1.1800265,1.0023842,1.1106554,0.25447133,118
ext_slope_xavgc13_off7,1.1569798,1.3667908,1.5119866,1.3968174,0.25415406,118
st_es_ext50_rsi7_gt_70_15,2.7372882,3.778998,1.875,3.3933492,0.25411126,118
ext_peak_xavgc21_lb50,0.71211123,0.2513863,0.76982456,0.22716025,0.25406438,117
st_stoch14_lt_50_50,10.381356,9.651998,12.843221,9.690086,0.25406012,118
ct_es_ext200_rsi14_lt_30_5,0.033613447,0.18099411,0.0063025216,0.10754209,0.2539557,119
tir_es_ext200_adx14_lt_20_15,2.5042017,4.699212,1.5084033,3.9214742,0.25393468,119
slope_xavgc200_off7_adr14,0.30462238,0.1789725,0.34859344,0.17331706,0.25370303,110
w_ct_c_lt_xavgc21_3,0.033613447,0.18099411,0.0063025216,0.1076745,0.2536434,119
w_ct_xavgc21_falling_3,0.033613447,0.18099411,0.0063025216,0.1076745,0.2536434,119
w_st_h_gt_h1_5,0.025423728,0.1580795,0.09322034,0.26732323,0.25361288,118
w_st_h_gt_h1_10,0.025423728,0.1580795,0.09322034,0.26732323,0.25361288,118
ct_es_ext200_cci14_gt_100_15,3.9745762,2.6456285,4.665254,2.7258081,0.25338462,118
w_spread_xavgc8_xavgc21_atr14,1.075573,0.38741812,1.1675494,0.3632161,0.25322777,117
es_ext50_adx_slope_20_off10,-0.5744551,6.2739377,1.0978398,6.609267,0.25302273,117
ext_slope_xavgc12_atr14_3b,0.9455544,0.89012086,0.6965096,0.9844226,0.25298563,118
w_ext_slope_xavgc100_off1,1.124703,0.9084711,0.894983,0.90890175,0.25274464,85
ns_c_minl90_adr14,8.8853,2.7026207,9.596642,2.814582,0.25273445,117
ct_rsi14_gt_60_15,8.771187,4.2875514,9.79661,4.061213,0.2524918,118
ext_peak_xavgc100_lb50,0.8711435,0.16984737,0.90611506,0.13854802,0.25241455,114
aroon_osc_50,60.474575,34.735317,68.47881,31.712887,0.25239703,118
bop_20,0.07701786,0.08990178,0.099419884,0.08880961,0.25224778,118
es_ext200_pullback_120,2.1256166,2.1809855,1.6091872,2.0475492,0.25221825,110
ct_adx14_gt_25_5,3.487395,2.1067495,3.934874,1.7742311,0.2522101,119
ct_es_ext200_stoch14_gt_50_7,4.277311,2.626218,4.9012604,2.4739637,0.25220641,119
es_ext200_ma_cross_7_15,0.47695103,1.1135066,0.71105605,0.9284068,0.2521578,110
w_es_ext50_ch_pos_10,1.0729642,0.8294504,0.8469965,0.8964694,0.25206405,95
pctrank_volume_252,80.86791,21.550133,74.41138,25.619905,0.25201246,119
es_ext50_tl_dev_120,1.6227022,2.2649078,2.1834254,2.2250173,0.25200847,112
ct_c_gt_avgc50_3,2.8823528,0.4725786,2.9663863,0.3337367,0.25179577,119
w_spread_xavgc8_xavgc21_adr14,1.093051,0.39423198,1.1864097,0.37094444,0.25167853,117
es_ext50_range_pos_30,0.7440651,0.24534637,0.8013767,0.22778848,0.25160006,118
es_ext50_floor_30,0.7440651,0.24534637,0.8013767,0.22778848,0.25160006,118
w_ext_peak_avgc50_lb10,0.9939145,0.02288134,0.98405623,0.039222326,0.25134283,95
w_es_ext200_tl_dev_7,0.4599377,0.78019625,0.27410698,0.7395921,0.2512611,62
pullback_7_pct,2.5821521,3.6588986,5.1981654,10.4165125,0.25114098,119
w_es_ext200_cci_7,119.04807,44.812714,108.188,43.254223,0.25107536,62
ext_xavgc65_pct,23.780365,13.994225,27.553982,15.031155,0.25105304,117
es_ext50_stoch_28,74.82535,23.95436,80.47871,22.520437,0.25103235,118
w_rsi_slope_5_off3,23.982046,22.521994,18.869766,20.389511,0.25073087,91
st_es_ext200_rsi14_lt_50_20,4.3898306,5.060378,5.688559,5.1803145,0.25070456,118
ext_slope_xavgc21_off10,1.4503096,1.6067826,1.8652747,1.6557491,0.25062072,118
tir_bop14_negative_20,1.5882353,4.365525,0.7394958,3.3893263,0.25041538,119
es_ext200_adx_slope_20_off1,0.62404454,1.3290914,0.9724783,1.3916531,0.250374,110
tir_diplus_gt_diminus_30,12.294118,9.231809,14.518908,8.887059,0.25034037,119
w_es_ext50_tl_dev_10,0.7850805,0.8031353,0.5939047,0.7638365,0.2502837,95
w_tir_c_lower_half_5,0.11764706,0.32355198,0.22268909,0.41977882,0.25023186,119
w_tir_c_lower_half_20,0.11764706,0.32355198,0.22268909,0.41977882,0.25023186,119
w_tir_c_lower_half_30,0.11764706,0.32355198,0.22268909,0.41977882,0.25023186,119
w_tir_c_lower_half_15,0.11764706,0.32355198,0.22268909,0.41977882,0.25023186,119
w_tir_c_lower_half_10,0.11764706,0.32355198,0.22268909,0.41977882,0.25023186,119
w_tir_cci14_gt_100_5,3.1008403,1.5912633,3.4684873,1.4706742,0.24998531,119
w_st_rsi14_gt_50_10,0.06779661,0.7128711,-0.016949153,0.33923516,0.24981421,118
ct_stoch14_lt_50_30,9.305085,4.7330594,8.194916,4.4475174,0.24961554,118
ct_stoch14_gt_50_30,20.694916,4.733058,21.805084,4.4475174,0.24961531,118
ct_h_lt_xavgc8_10,0.5254237,1.001809,0.32233658,0.81458104,0.24931481,118
ct_cmf20_positive_3,2.4201682,1.0774721,2.644958,0.90259075,0.24904959,119
ct_wide_range_5,0.8067227,0.923124,1.0756303,1.0813117,0.24868649,119
ct_range_gt_1_5_atr_5,0.8067227,0.923124,1.0756303,1.0813117,0.24868649,119
ct_l_lt_l1_50,20.29661,2.967946,19.58051,2.8796794,0.24867375,118
ct_bop14_negative_7,2.1092436,2.4694402,1.5735294,2.1547985,0.24861455,119
ct_v_lt_half_avgv20_3,0.15966387,0.52048177,0.067226894,0.37192446,0.24853696,119
w_slope_xavgc12_off7_atr14,1.4444444,0.5878902,1.584362,0.5632862,0.24839525,117
ct_rsi14_gt_70_30,6.9745765,4.792198,8.194916,4.9145365,0.24831219,118
w_slope_xavgc50_off2_adr14,0.27907774,0.11931233,0.30635822,0.1098856,0.24826254,104
tir_aroon_down14_gt_70_20,0.3697479,1.2746928,0.13445379,0.94788045,0.24823186,119
tir_aroon_down14_gt_70_30,0.3697479,1.2746928,0.13445379,0.94788045,0.24823186,119
tir_aroon_down14_gt_70_15,0.3697479,1.2746928,0.13445379,0.94788045,0.24823186,119
ct_outside_bar_5,0.34453782,0.5115108,0.23109244,0.4571045,0.24818261,119
outside_bars_5,0.34453782,0.5115108,0.23109244,0.4571045,0.24818261,119
ct_es_ext200_cci14_gt_100_10,2.661017,2.2234967,3.243484,2.3470578,0.24816903,118
tir_c_gt_xavgc21_30,13.411765,9.133114,15.57773,8.730156,0.24810153,119
tir_xavgc21_rising_30,13.411765,9.133114,15.57773,8.730156,0.24810153,119
st_es_ext200_rsi21_gt_50_50,0.27118644,1.8749871,0.004237288,1.0764365,0.2479934,118
st_es_ext200_rsi21_gt_50_20,0.27118644,1.8749871,0.004237288,1.0764365,0.2479934,118
st_es_ext200_rsi21_gt_50_30,0.27118644,1.8749871,0.004237288,1.0764365,0.2479934,118
st_es_ext200_rsi21_gt_50_15,0.27118644,1.8749871,0.004237288,1.0764365,0.2479934,118
st_c_gt_maxc10_1_50,1.5254238,3.8044314,0.89830506,2.5290604,0.2479651,118
st_c_gt_maxc10_1_30,1.5254238,3.8044314,0.89830506,2.5290604,0.2479651,118
w_st_h_gt_h1_50,0.028571429,0.1673977,0.0959279,0.27167618,0.24792926,105
ext_avgc150_pct,33.5281,17.121483,37.901333,17.646223,0.24782832,114
ct_es_ext50_slope1_neg_20,9.338983,1.5917544,8.951271,1.5644679,0.24782325,118
es_ext50_rsi_14,62.91022,10.008346,65.65943,11.093539,0.24782085,118
tir_v_gt_avgv20_5,1.4873949,1.4547731,1.9495798,1.8650525,0.24781336,119
w_slope_xavgc50_off2_atr14,0.27498817,0.11784177,0.3018029,0.108209215,0.2478045,104
m_es_ext50_roc_18,-246.8968,1902.2063,-786.7842,2182.5168,0.24736917,24
w_ns_l_minl25_atr14,4.497794,1.3829479,4.8223877,1.3123617,0.24733542,116
w_slope_xavgc12_off7_adr14,1.4675179,0.5989053,1.6097403,0.5751257,0.24728926,117
w_ct_l_gt_xavgc8_5,2.8728814,1.3870375,3.1927965,1.2942778,0.2471765,118
w_es_ext50_pullback_3,0.039820936,0.15030351,0.19118765,0.61272806,0.24703734,105
ct_h_lt_xavgc8_30,3.6355932,2.6006744,3.0572035,2.3420646,0.24695717,118
ct_l_gt_avgc50_7,6.2268906,1.753624,6.558823,1.3449163,0.24680534,119
nr_h_maxh7_atr14,-0.69927657,1.0386032,-0.45629516,0.98486274,0.24671601,118
st_es_ext50_rsi7_lt_30_30,8.932203,7.2143354,10.663136,7.019363,0.24659392,118
w_ct_c_gt_bbtop_3,1.6218487,1.0813644,1.8865547,1.0738573,0.24650018,119
ext_ceil_avgc200_lb60_adr14,0.8402759,0.15825306,0.8771534,0.14964426,0.24643454,100
w_nr_h_maxh20_pct,-15.671187,21.598518,-9.147418,26.48786,0.24629281,117
tir_adx14_gt_30_10,4.436975,4.458165,5.4705887,4.196729,0.2462903,119
level_above2_pivot_count,5.328125,9.770466,3.81506,6.1436477,0.24628124,64
w_slope_avgc20_off3_atr14,0.50935024,0.21735911,0.56075096,0.20878804,0.24618614,116
range_contract_15,1.9093949,1.5527683,2.704731,3.2312927,0.24613559,118
ct_rsi14_gt_60_10,6.1694913,3.176584,6.9022045,2.977517,0.24608196,118
w_nr_ratio_maxh40,1.1087636,0.35066846,1.0450218,0.25933442,0.24578999,111
st_rsi14_gt_70_50,7.0508475,11.362599,4.5254235,10.275025,0.24578275,118
ct_macd_negative_10,0.779661,1.9877224,0.40672627,1.5189912,0.24551474,118
w_ns_l_minl25_adr14,4.572333,1.4104215,4.9012675,1.3406445,0.24535564,116
roc_accel_5_10,7.373833,22.542545,18.446953,45.151653,0.24524285,118
roc_delta_5_vs10,7.373833,22.542545,18.446953,45.151653,0.24524285,118
ext_xavgc200_pct,32.428658,17.141912,36.815918,17.897217,0.24513647,110
w_tir_close_near_low_5,0.033613447,0.18099411,0.102941185,0.28297365,0.24499717,119
w_tir_close_near_low_15,0.033613447,0.18099411,0.102941185,0.28297365,0.24499717,119
w_tir_close_near_low_10,0.033613447,0.18099411,0.102941185,0.28297365,0.24499717,119
w_tir_close_near_low_30,0.033613447,0.18099411,0.102941185,0.28297365,0.24499717,119
w_tir_close_near_low_20,0.033613447,0.18099411,0.102941185,0.28297365,0.24499717,119
w_slope_xavgc13_off7_atr14,1.3827019,0.56562567,1.5150449,0.5402763,0.24495439,117
st_outside_bar_5,0.075630255,1.7279346,-0.30042017,1.5352571,0.24494296,119
pctrank_close_252,96.05567,7.0430555,97.47006,5.776204,0.24486506,119
slope_avgc20_off15_adr14,1.614095,1.1798971,1.8874638,1.1177863,0.2445627,118
w_ct_c_gt_maxc10_1_3,2.2184875,0.7382952,2.3823528,0.670454,0.24440949,119
w_slope_avgc20_off3_adr14,0.51790464,0.22183171,0.5701167,0.21365522,0.2443753,116
spread_slope_xavgc21_xavgc50_off10_adr14,0.29577857,0.5022993,0.4095919,0.46598232,0.2442439,117
hivol_pct_5_x2.0,0.16131951,0.23758712,0.22728723,0.27029017,0.24406262,119
ext_ceil_avgc200_lb60_atr14,0.8396118,0.1638353,0.8769013,0.1528426,0.24397323,100
roc_rank_20_lb120,0.7849544,0.23821671,0.83572334,0.20811301,0.24394876,114
st_l_gt_avgc50_30,0.22881356,2.0976648,0.0,0.9381043,0.24391058,118
ct_h_lt_avgc50_7,0.14285715,0.6006457,0.05042017,0.37913108,0.24381272,119
w_tir_es_ext200_slope1_neg_10,0.05357143,0.22618206,0.13616072,0.33875102,0.24380527,112
w_tir_es_ext200_slope1_neg_15,0.05357143,0.22618206,0.13616072,0.33875102,0.24380527,112
w_tir_es_ext200_slope1_neg_20,0.05357143,0.22618206,0.13616072,0.33875102,0.24380527,112
w_tir_es_ext200_slope1_neg_5,0.05357143,0.22618206,0.13616072,0.33875102,0.24380527,112
w_tir_es_ext200_slope1_neg_30,0.05357143,0.22618206,0.13616072,0.33875102,0.24380527,112
w_slope_xavgc13_off7_adr14,1.404831,0.57614416,1.5393056,0.5516012,0.24378939,117
tir_es_ext200_rsi21_lt_50_5,0.1764706,0.86990255,0.052521013,0.508579,0.24371745,119
ct_c_gt_avgc50_5,4.7310925,0.8896532,4.8886557,0.64690614,0.24356425,119
macd_hist_slope_12_26_9_off10,0.23220848,1.4720467,0.69121647,1.8846534,0.24355033,118
w_stoch_14,85.2078,9.566331,87.40939,9.041082,0.24350972,117
slope_xavgc200_off7_atr14,0.28600928,0.16775717,0.32574224,0.16321854,0.24343412,110
w_spread_xavgc9_xavgc21_atr14,0.9384896,0.35124892,1.0183496,0.32814914,0.24336505,117
tir_es_ext200_adx14_lt_20_20,2.8739495,5.735044,1.7142856,4.765373,0.24335217,119
st_es_ext50_stoch14_lt_20_30,7.720339,7.4166427,9.557203,7.5481853,0.2433518,118
tir_xavgc8_gt_xavgc21_15,12.680673,3.8706465,13.468488,3.2387328,0.24324794,119
ext_avgc65_pct,26.012354,15.994924,30.118553,16.886614,0.24316297,117
ct_bop14_positive_7,4.8319325,2.5019298,5.367647,2.2035246,0.24311715,119
ext_avgc100_pct,29.809963,16.563892,34.022606,17.34014,0.24294168,117
ct_es_ext50_rsi21_lt_50_15,5.7881355,4.142447,4.858051,3.8286648,0.24292664,118
ct_outside_bar_7,0.5294118,0.60818624,0.394958,0.55376124,0.24280104,119
outside_bars_7,0.5294118,0.60818624,0.394958,0.55376124,0.24280104,119
ct_rsi14_gt_50_10,8.618644,2.0710435,9.050064,1.7775582,0.24270391,118
aroon_down_25,24.677965,18.224094,20.440678,17.46845,0.24256802,118
st_es_ext200_cci14_lt_neg100_5,-0.42016807,1.3623009,-0.69957983,1.1520132,0.24254216,119
ct_es_ext50_rsi14_lt_50_20,8.457627,4.59774,7.419492,4.2834153,0.24236163,118
w_nr_c_maxh35_atr14,-0.70090777,1.2378204,-0.36509985,1.3860269,0.24228096,113
ns_c_minl90_atr14,8.293336,2.5349958,8.939799,2.6699972,0.24212137,117
ct_es_ext50_rsi21_gt_50_15,9.127119,4.2275987,10.07839,3.9292562,0.24209952,118
w_spread_xavgc9_xavgc21_adr14,0.9537677,0.35724968,1.0348281,0.33485952,0.2420727,117
ct_es_ext200_rsi7_gt_70_30,7.754237,3.9913077,8.724576,4.011448,0.24189241,118
tir_body_gt_half_range_15,1.1596639,0.9476388,0.85504204,1.2594829,0.24186265,119
tir_body_gt_half_range_10,1.1596639,0.9476388,0.85504204,1.2594829,0.24186265,119
tir_body_gt_half_range_20,1.1596639,0.9476388,0.85504204,1.2594829,0.24186265,119
tir_body_gt_half_range_30,1.1596639,0.9476388,0.85504204,1.2594829,0.24186265,119
ext_slope_xavgc8_off5,0.9423811,1.0613053,1.2106127,1.1094211,0.24177615,118
slope_avgc20_off15_atr14,1.4973484,1.0966722,1.7470087,1.0327553,0.24174194,118
pctrank_rsi14_120,78.17859,20.571648,82.59886,18.29019,0.24167451,114
st_es_ext50_stoch14_gt_80_10,1.6440678,3.059315,1.0152044,2.6025946,0.24162939,118
st_bop14_positive_30,1.2457627,3.660685,0.5677966,2.8067589,0.24154769,118
st_bop14_positive_20,1.2457627,3.660685,0.5677966,2.8067589,0.24154769,118
st_es_ext200_rsi14_lt_50_10,1.6355932,2.671999,2.3949046,3.1435955,0.24154235,118
w_st_h_lt_xavgc8_5,-0.61864406,1.3328171,-0.85169494,0.9653189,0.24142371,118
w_ct_h_lt_xavgc8_5,0.076271184,0.26656336,0.029661018,0.19306386,0.24142358,118
st_es_ext50_rsi7_gt_70_20,2.7372882,3.778998,1.9088984,3.432602,0.24133001,118
swing_low_count_50,11.076271,1.4973288,10.713984,1.5039759,0.24088652,118
w_nr_c_maxh35_adr14,-0.7101212,1.264551,-0.3708193,1.4093627,0.24074848,113
ct_xavgc21_gt_avgc50_3,2.7983193,0.6837071,2.9180672,0.49773765,0.24058433,119
ext_xavgc50_pct,21.822298,13.563755,25.312801,14.513117,0.2405068,118
st_v_lt_avgv20_15,1.601695,1.9442655,2.1906781,2.4498296,0.24041802,118
ext_avgc50_pct,23.826056,15.475848,27.756533,16.348543,0.24041758,118
slope_ratio_xavgc21_xavgc50_off5,1.4948854,0.7748962,1.6124277,0.48994964,0.23990683,118
ct_es_ext50_rsi14_gt_50_20,11.415255,4.7073793,12.474576,4.428247,0.23921913,118
spread_xavgc21_xavgc100_adr14,2.2416565,1.2608329,2.5285258,1.1997575,0.23910607,117
nr_c_maxh15_atr14,-0.19265567,1.0033364,0.05089091,1.0189953,0.23900658,118
tir_es_ext200_adx14_lt_20_10,2.0168068,3.4738324,1.2836134,3.070078,0.23881915,119
ct_es_ext200_rsi14_lt_50_15,4.5,3.5463958,3.7097456,3.3106089,0.23870362,118
ct_es_ext50_rsi14_gt_70_20,2.7711864,2.8326879,3.459746,2.8879504,0.23842499,118
ct_v_gt_2x_avgv20_3,0.3277311,0.5691098,0.5105042,0.76702076,0.23828961,119
ct_es_ext200_rsi14_gt_70_15,2.6440678,2.9541373,3.3580508,2.9964123,0.23827931,118
tir_es_ext200_rsi14_gt_70_10,0.8319328,1.9886088,1.3088235,2.0015378,0.23826215,119
w_st_c_upper_half_5,0.118644066,0.32474813,0.21822032,0.41796193,0.23824242,118
w_st_c_upper_half_10,0.118644066,0.32474813,0.21822032,0.41796193,0.23824242,118
w_ext_peak_xavgc13_lb10,0.9682325,0.07772232,0.9380522,0.12670499,0.23819374,117
es_ext200_ch_pos_65,0.91191334,1.0933566,1.1829102,1.1390189,0.23792131,99
ct_xavgc13_falling_30,8.279661,4.637059,7.262712,4.275157,0.23787412,118
ct_c_lt_xavgc13_30,8.279661,4.637059,7.262712,4.275157,0.23787412,118
ct_c_gt_xavgc13_30,21.720339,4.637059,22.737288,4.275157,0.237874,118
ct_xavgc13_rising_30,21.720339,4.637059,22.737288,4.275157,0.237874,118
ext_avgc30_pct,19.569916,13.912133,23.110645,14.885786,0.23785976,118
w_st_l_lt_l1_30,2.9298246,1.6601481,3.3490295,1.7631528,0.23775871,114
es_ext50_sma_20,2.330655,1.6016229,2.6907194,1.514526,0.23774056,118
w_es_ext50_slope_off2,1.8411217,1.0772886,1.5411341,1.2621242,0.23768465,104
w_st_l_lt_l1_50,2.857143,1.6256866,3.2736316,1.7523748,0.23767099,105
st_h_lt_xavgc8_50,14.737288,9.768631,17.06568,9.804589,0.23747972,118
cmf_10,0.155777,0.14769332,0.19349529,0.15894459,0.23730458,118
tir_es_ext50_rsi14_lt_50_10,0.52100843,1.9082732,0.21008405,1.3108729,0.2371888,119
avg_rvol_5b,1.2268025,0.58734304,1.3623445,0.5714651,0.2371834,118
tir_avgc100_rising_5,4.579832,1.1896151,4.7983193,0.9212397,0.23716658,119
es_ext50_adx_slope_20_off1,0.383105,1.3191706,0.71811354,1.4127214,0.23713702,118
rvol_cont_5d_avg20,1.2268025,0.58734304,1.362013,0.5702612,0.23710279,118
w_vol_ratio_5,1.3537784,0.5269764,1.2406254,0.4773783,0.23703,118
cmf_20,0.12652035,0.11698373,0.15512666,0.12071798,0.2369681,118
ct_es_ext50_roc5_pos_50,20.245762,4.464363,21.334747,4.5960555,0.23693915,118
w_ext_peak_xavgc21_lb10,0.9823705,0.052736934,0.958149,0.102286674,0.23679996,114
w_st_l_lt_l1_10,2.940678,1.655307,3.3580508,1.7635468,0.23666678,118
rsi_slope_7_off10,11.160672,25.588634,17.083092,25.0312,0.2366015,115
es_ext50_slope_off20,2.340376,2.7023184,2.9598625,2.6189077,0.23654388,117
ct_xavgc21_falling_20,3.6016948,3.6447823,2.8305085,3.2622385,0.2363979,118
ct_c_lt_xavgc21_20,3.6016948,3.6447823,2.8305085,3.2622385,0.2363979,118
ct_c_gt_xavgc21_20,16.398306,3.6447828,17.16949,3.2622385,0.23639748,118
ct_xavgc21_rising_20,16.398306,3.6447828,17.16949,3.2622385,0.23639748,118
w_nr_h_maxh25_atr14,-1.3746622,1.5979472,-1.0402098,1.4153465,0.23630425,116
ct_xavgc8_gt_xavgc21_15,13.194915,3.0697277,13.79661,2.5470428,0.2362328,118
w_nr_h_maxh30_atr14,-1.3188924,1.6612074,-0.97385454,1.4615169,0.236082,114
st_es_ext50_adx14_gt_25_15,2.3135593,4.469649,1.4300847,3.7445877,0.23593375,118
ct_c_upper_half_10,5.584746,1.2494533,5.8965425,1.321733,0.23589988,118
w_roc_rank_10_lb252,0.8818122,0.14391766,0.90501237,0.09837595,0.23583157,36
ct_es_ext50_stoch14_gt_50_10,5.6355934,3.2016697,6.348633,3.0270073,0.2355592,118
slope_avgc50_off7_adr14,0.5756173,0.389916,0.6634922,0.37308192,0.23553778,117
ct_c_lt_avgc50_7,0.37815127,1.127407,0.18907563,0.80296504,0.23547181,119
w_st_l_lt_l1_15,2.940171,1.6624168,3.3568377,1.7708297,0.23529465,117
w_st_l_lt_l1_20,2.940171,1.6624168,3.3568377,1.7708297,0.23529465,117
ext_ceil_xavgc12_adr14_lb126,0.4971603,0.25810128,0.5608506,0.27086374,0.23513791,116
es_ext200_ma_cross_7_30,1.2472931,1.8899266,1.6651516,1.7770956,0.23513563,110
es_ext200_rsi_slope_14_off3,10.149135,10.683189,7.6445694,10.651806,0.23513058,110
pctrank_close_50,97.663864,5.2096343,98.47059,3.4311996,0.23511444,119
st_diplus_gt_diminus_50,0.12711865,1.2092705,0.0,0.5408022,0.23505571,118
st_diplus_gt_diminus_20,0.12711865,1.2092705,0.0,0.5408022,0.23505571,118
st_diplus_gt_diminus_30,0.12711865,1.2092705,0.0,0.5408022,0.23505571,118
st_diplus_gt_diminus_15,0.12711865,1.2092705,0.0,0.5408022,0.23505571,118
ext_ceil_xavgc12_atr14_lb126,0.51648057,0.25717416,0.5793698,0.26766905,0.2349514,116
st_es_ext200_rsi14_lt_30_5,-0.85714287,0.78422725,-0.9705882,0.4830705,0.23484221,119
st_adx14_lt_20_5,-0.7058824,0.6555237,-0.4117647,1.2536571,0.23460774,119
w_ns_l_minl30_atr14,4.662092,1.4364058,4.97996,1.3551565,0.23456165,114
w_nr_h_maxh30_adr14,-1.3375242,1.6899723,-0.988498,1.4884381,0.23449157,114
w_nr_h_maxh25_adr14,-1.3936441,1.6262794,-1.0555891,1.4418136,0.23446514,116
w_adx_7,63.159164,16.347239,66.74172,15.279875,0.2344625,118
st_es_ext50_stoch14_lt_20_20,5.1101694,5.574337,6.4851694,5.870563,0.23421945,118
nr_h_maxh7_adr14,-0.7477951,1.1277179,-0.49463716,1.080951,0.23419929,118
tir_gap_up_30,1.7731092,1.5700431,2.2794118,2.16623,0.23372523,119
tir_gap_up_20,1.7731092,1.5700431,2.2794118,2.16623,0.23372523,119
tir_gap_up_15,1.7731092,1.5700431,2.2794118,2.16623,0.23372523,119
tir_gap_up_10,1.7731092,1.5700431,2.2794118,2.16623,0.23372523,119
w_adx_slope_20_off3,5.79639,4.5844464,6.8288994,4.4180417,0.23370294,111
spread_slope_xavgc21_xavgc50_off20_adr14,0.4821441,0.7815698,0.6639348,0.7779079,0.23369186,117
st_es_ext50_rsi7_gt_70_5,-0.033613447,1.2751387,0.22058824,1.0878648,0.2336703,119
pctrank_close_65,97.37395,6.062915,98.37002,4.2643504,0.23358092,119
w_ext_peak_xavgc8_lb10,0.94325507,0.11141556,0.9050125,0.1637656,0.23352022,117
tir_es_ext50_rsi14_lt_50_30,0.5294118,1.9520671,0.21428573,1.3497901,0.23346302,119
tir_es_ext50_rsi14_lt_50_20,0.5294118,1.9520671,0.21428573,1.3497901,0.23346302,119
tir_es_ext50_rsi14_lt_50_15,0.5294118,1.9520671,0.21428573,1.3497901,0.23346302,119
ct_cci14_lt_neg100_5,0.075630255,0.32311183,0.025210084,0.21614131,0.23327412,119
w_ct_c_gt_xavgc8_5,4.559322,0.7225594,4.701271,0.6090606,0.23306249,118
w_ct_xavgc8_rising_5,4.559322,0.7225594,4.701271,0.6090606,0.23306249,118
w_ct_c_lt_xavgc8_5,0.44067797,0.72255933,0.29872882,0.6090605,0.23306246,118
w_ct_xavgc8_falling_5,0.44067797,0.72255933,0.29872882,0.6090605,0.23306246,118
ct_l_lt_minl10_1_7,0.21008404,0.5504077,0.1092437,0.4327764,0.23300794,119
es_ext50_pullback_65,1.9734775,1.6997323,1.5980483,1.6161288,0.2323015,118
ct_adx14_lt_20_5,0.789916,1.671667,0.49369746,1.2757756,0.23218702,119
w_ct_h_gt_maxh10_1_5,2.9661016,1.293852,3.237288,1.1681958,0.23214117,118
w_ct_h_gt_maxh20_1_5,2.5677967,1.35545,2.8622882,1.269495,0.23197533,118
roc_6,18.216862,25.147371,28.972176,46.40031,0.231794,119
tir_v_gt_avgv20_10,1.6722689,2.038233,2.2457983,2.4770763,0.23153485,119
w_slope_xavgc9_off2_atr14,0.9543645,0.36145487,1.0371295,0.3574751,0.23152673,117
ct_es_ext200_rsi21_lt_50_15,4.161017,3.7461557,3.3665252,3.4325817,0.23145604,118
w_nr_h_maxh30_pct,-14.592986,22.183428,-8.340713,27.015997,0.23142856,114
nr_c_maxh15_adr14,-0.20636116,1.0877136,0.051224235,1.1131028,0.23141205,118
w_ns_l_minl30_adr14,4.7407827,1.472385,5.0625277,1.3905257,0.23138365,114
nr_c_maxh15_pct,-1.159249,7.8357887,1.2714266,10.508393,0.23130801,118
ns_c_minl7_pct,19.900063,14.47881,23.33116,14.836584,0.23125923,119
st_v_gt_2x_avgv20_5,-0.3277311,1.2289532,-0.0063025206,1.3901192,0.23122376,119
ct_c_lt_c1_50,22.40678,2.7307599,21.769066,2.7586405,0.2311698,118
es_ext200_ma_cross_7_20,0.78405935,1.4881399,1.0864159,1.3086588,0.23104306,110
ct_c_lower_half_10,4.3644066,1.2517695,4.059233,1.3216501,0.23090331,118
es_ext200_ch_pos_50,0.88271916,1.0350876,1.1318126,1.0788004,0.23089851,104
w_ext_slope_avgc200_off1,1.1117946,0.8698105,0.9173305,0.842547,0.23080504,67
tir_bop14_negative_30,1.7563025,5.1928368,0.8235295,4.0438776,0.23066302,119
w_slope_xavgc9_off2_adr14,0.9701126,0.36852267,1.0542803,0.3649613,0.23062079,117
w_nr_h_maxh25_pct,-15.175526,21.500294,-9.048638,26.56859,0.23060642,116
w_st_c_upper_half_15,0.11965812,0.32595745,0.21581197,0.41724545,0.23044913,117
w_st_c_upper_half_20,0.11965812,0.32595745,0.21581197,0.41724545,0.23044913,117
ext_slope_xavgc21_off20,1.8969421,1.6716821,2.2911274,1.7115321,0.23031136,118
ct_es_ext200_roc5_neg_30,13.923729,5.336788,12.783898,4.9490857,0.23031135,118
spread_slope_xavgc21_xavgc50_off10_atr14,0.27769706,0.47131595,0.3775019,0.4336071,0.23017347,117
ext_slope_xavgc12_adr14_3b,0.99950045,0.9797391,0.7508113,1.0807009,0.23011842,118
