setup,direction,ticker,cluster_leftmost,cluster_rightmost,cluster_size,is_winner,rightmost_date,rightmost_close,adr14,bar_f1_max,bar_f2_max,had_earnings,race_bars,max_fav_adr,max_adv_adr,bars_to_fav,bars_to_adv,rule_pass,t1,t2
bf,long,CYH,227,227,1,0,2020-11-24,8.64,0.9116571428571429,,46.40625,1,55,3.082299109941079,1.7879528644853961,41,26,0,1.27802734375,54.36875
bf,long,TSE,228,229,2,0,2020-11-27,36.4859,1.561395296387121,,58.5,1,44,10.3263706366917,1.166305206812912,30,1,0,1.27802734375,54.36875
bf,long,TSE,231,233,3,1,2020-12-03,36.6873,1.2656147471816332,,58.5,1,40,12.580563379446343,-0.05778985596635903,26,1,0,1.27802734375,54.36875
bf,long,AXTI,229,230,2,0,2020-11-30,9.75,0.6723857142857145,,51.625,1,53,4.729428261839503,1.6954554146217098,51,9,0,1.27802734375,54.36875
bf,long,AXTI,1460,1460,1,1,2025-10-23,5.18,0.49185714285714294,3.333984375,77.75,1,4,4.41185013069997,-0.4472843450479245,4,1,1,1.27802734375,54.36875
bf,long,BIPC,168,168,1,0,2020-11-27,36.4921,1.013583217175943,,51.15625,0,60,3.922973628487913,4.897101868985336,20,53,0,1.27802734375,54.36875
bf,long,FIZZ,230,230,1,0,2020-11-30,40.4691,1.8176845024833692,,32.0625,1,7,1.3564466679566753,1.2401210990991256,3,7,0,1.27802734375,54.36875
bf,long,MTSI,230,231,2,0,2020-12-01,44.97,1.4854357142857135,,47.59375,1,38,13.026413606397364,0.6126148652872394,33,1,0,1.27802734375,54.36875
bf,long,NVMI,231,231,1,0,2020-12-01,64.71,1.6849285714285729,,49.53125,1,52,12.487176226207124,0.20772393912416448,51,1,0,1.27802734375,54.36875
bf,long,CDNA,232,232,1,0,2020-12-02,59.52,3.386742857142857,,72.3125,1,55,11.902291287035162,0.06495916852264468,32,1,0,1.27802734375,54.36875
bf,long,CPS,232,233,2,0,2020-12-03,38.25,2.651157142857143,,28.328125,1,48,1.795442421368566,3.296673689655729,26,36,0,1.27802734375,54.36875
bf,long,MTCH,232,232,1,0,2020-12-02,134.104,4.577552793670569,,25.109375,1,40,4.41137920780263,1.883071037537408,28,37,0,1.27802734375,54.36875
bf,long,DAC,233,234,2,1,2020-12-04,11.5122,1.0084929443914434,,98.0,1,47,19.56904119971615,-3.2058033812629004e-05,47,1,0,1.27802734375,54.36875
bf,long,DAC,530,530,1,0,2022-02-08,80.6479,3.7713243495956976,-0.1409912109375,38.25,0,60,2.750429128251142,4.810956374530119,26,52,0,1.27802734375,54.36875
bf,long,SONO,233,233,1,0,2020-12-03,22.81,1.034278571428571,,49.90625,1,45,9.223820606495908,2.175429388324506,45,6,0,1.27802734375,54.36875
