setup,class,ticker,entry_date,direction,entry_idx,entry_close,adr,stop,stop_distance_adr,outcome,reason,bars,move_adr,had_earnings,status
htf,breakout,CR,2023-10-31,long,149.0,96.0063,3.2015002844158573,92.2579804685092,1.1708009365911107,WIN,earnings_flat_favorable,59.0,4.888176982578465,1.0,done
htf,breakout,CRCL,2025-06-13,long,7.0,133.56,20.944499999999998,108.8,1.182171930578434,WIN,earnings_flat_favorable,39.0,1.3182458401967099,1.0,done
htf,breakout,EOSE,2025-09-18,long,1328.0,9.0,0.6292142857142858,8.44,0.8899988647973669,WIN,exit_fired,33.0,8.105346804404585,1.0,done
htf,breakout,EQX,2025-08-22,long,1417.0,8.0125,0.31627563290024974,7.762733790523691,0.7897105672857266,WIN,exit_fired,45.0,8.0866172855202,0.0,done
htf,breakout,FORM,2026-01-08,long,1512.0,64.52,1.8851500000000005,60.83,1.9574039201124562,WIN,earnings_flat_favorable,17.0,5.394796170066042,1.0,done
htf,breakout,FTDR,2024-08-06,long,1155.0,44.71,1.700049999999999,43.215,0.8793859004146928,WIN,earnings_flat_favorable,62.0,2.829328549160322,1.0,done
htf,breakout,GME,2021-01-22,long,266.0,16.2525,1.8105357142857146,10.58,3.1330505967057896,WIN,exit_fired,2.0,11.456553900779166,1.0,done
htf,breakout,HTOO,2020-11-25,long,167.0,548.8,31.674750000000014,533.75,0.4751418716801221,WIN,exit_fired,8.0,10.59676871956369,1.0,done
htf,breakout,HTT,2021-01-12,long,259.0,1.91,0.12499999999999997,1.56,2.7999999999999994,WIN,exit_fired,24.0,9.840000000000003,1.0,done
htf,breakout,LMND,2024-11-05,long,1093.0,25.05,1.2619571428571421,23.5,1.2282509027927155,WIN,exit_fired,19.0,15.872171343831019,1.0,done
htf,breakout,LMND,2024-11-06,long,1094.0,29.29,1.4266071428571423,26.29,2.1028914757791974,WIN,exit_fired,18.0,11.068218800851174,1.0,done
htf,breakout,MOD,2023-06-02,long,860.0,30.44,1.2771428571428574,27.44,2.3489932885906035,WIN,earnings_flat_favorable,40.0,5.974272930648768,1.0,done
htf,breakout,NHI,2024-03-04,long,1048.0,52.4149,1.38081880124922,51.413455305356536,0.7252542431617134,WIN,exit_fired,20.0,1.686825235789652,1.0,done
htf,breakout,OGI,2021-02-08,long,277.0,13.2,1.0642857142857143,9.92,3.081879194630872,WIN,exit_fired,10.0,-0.9771812080536905,1.0,done
htf,breakout,OSCR,2024-01-24,long,728.0,11.69,0.7491428571428572,11.38,0.4138062547673514,WIN,earnings_flat_favorable,9.0,2.536231884057971,1.0,done
htf,breakout,PL,2025-09-11,long,1099.0,9.67,0.6317857142857142,9.13,0.8547201808931588,WIN,exit_fired,28.0,5.128321085358961,1.0,done
htf,breakout,PRCH,2023-11-24,long,974.0,1.58,0.16078571428571425,1.33,1.554864504664594,WIN,earnings_flat_favorable,69.0,8.831630386494892,1.0,done
htf,breakout,PRTA,2021-06-07,long,359.0,37.23,2.282542857142857,28.5,3.8246817459224665,WIN,exit_fired,25.0,6.619809986356072,1.0,done
htf,breakout,QUBT,2024-11-20,long,1226.0,3.68,0.5471285714285713,2.85,1.5170108880127424,WIN,exit_fired,8.0,4.551032664038226,1.0,done
htf,breakout,REAL,2024-11-13,long,1225.0,4.14,0.24637142857142846,3.83,1.2582627855734654,WIN,exit_fired,54.0,20.659863156674025,1.0,done
htf,breakout,RHP,2020-11-13,long,220.0,50.5678,2.7808613190326823,47.42881241496598,1.1287824975486038,WIN,earnings_flat_favorable,69.0,5.2171605612633165,1.0,done
htf,breakout,RR,2024-12-23,long,276.0,1.96,0.26157142857142857,1.36,2.2938285090114685,WIN,exit_fired,13.0,2.446750409612234,1.0,done
htf,breakout,SOUN,2024-02-26,long,458.0,5.75,0.49607857142857137,3.84,3.850196541446488,WIN,earnings_flat_favorable,2.0,1.1893277274625274,1.0,done
htf,breakout,SOUN,2024-11-29,long,651.0,9.31,0.8258928571428571,7.905,1.7011891891891895,WIN,exit_fired,21.0,12.749837837837838,1.0,done
htf,breakout,XPEV,2020-11-12,long,54.0,44.73,3.8907142857142856,35.6,2.346612814393243,LOSS,stop_hit,68.0,-2.346612814393243,1.0,done
