setup,ticker,cluster_leftmost,cluster_rightmost,cluster_size,is_winner,outcome,reason,bars_to_outcome,profit_adr,ref_price,ref_idx,adr,had_earnings,entry_idx,rule_pass
bf,BKCH,847,847,1,0,LOSS,stop_hit,1,-1.0,64.00049218975991,847,4.310462398701321,0,851.0,0
bf,DAPP,910,911,2,0,BE,no_breakout_within_fw,0,0.0,18.25581249658936,911,1.2750384368533736,0,,0
bf,DAPP,913,913,1,0,LOSS,stop_hit,1,-1.0,17.82163653217012,913,1.2902011847627715,0,914.0,0
bf,PWP,1007,1007,1,0,BE,no_breakout_within_fw,0,0.0,25.499067292901717,1007,1.1849320007345265,0,,0
bf,BTSG,210,210,1,0,BE,no_breakout_within_fw,0,0.0,19.31,210,0.6946428571428568,0,,0
bf,GLXY,1234,1234,1,0,LOSS,stop_hit,5,-1.0,18.53,1234,1.326049999999999,0,1235.0,0
bf,BFLY,1106,1106,1,0,BE,breakout_too_far,0,0.0,3.37,1106,0.2972357142857143,0,,0
bf,RGTI,912,912,1,1,BE,breakout_too_far,0,0.0,3.55,912,0.4278571428571429,0,,1
bf,RGTI,1116,1116,1,1,BE,breakout_too_far,0,0.0,31.39,1116,3.178071428571427,0,,1
bf,DAVE,897,897,1,0,BE,no_breakout_within_fw,0,0.0,94.9,897,7.383735714285717,0,,0
bf,MRVL,1245,1245,1,0,BE,breakout_too_far,0,0.0,110.51264615384615,1245,4.154277069319521,0,,0
bf,RBLX,947,947,1,0,LOSS,stop_hit,1,-1.0,61.05,947,2.140071428571428,1,949.0,0
bf,QUBT,1242,1242,1,1,BE,breakout_too_far,0,0.0,7.05,1242,1.4319285714285712,0,,1
bf,LX,1250,1250,1,0,LOSS,stop_hit,5,-1.0,5.625808747855918,1250,0.35988560994766816,0,1251.0,0
bf,RDW,989,989,1,0,LOSS,stop_hit,1,-1.0,13.45,989,1.2425857142857146,1,990.0,1
bf,RVLV,238,238,1,0,BE,breakout_too_far,0,0.0,24.78,238,1.352357142857143,0,,0
bf,RVLV,1241,1241,1,0,LOSS,stop_hit,1,-1.0,37.67,1241,1.801142857142857,1,1244.0,0
bf,ARLO,239,239,1,0,LOSS,stop_hit,1,-1.0,8.4238,239,0.8793428571428574,1,240.0,0
bf,ESTC,239,239,1,0,LOSS,stop_hit,11,-1.0,143.21,239,5.977121428571429,1,242.0,0
bf,QTWO,239,239,1,0,WIN,earnings_flat_favorable,42,8.900698451260247,117.39,239,3.2929999999999993,1,240.0,0
bf,TAN,239,239,1,0,WIN,exit_fired,43,10.433882684662725,84.8535967,239,2.8915892781072867,0,240.0,0
bf,TBHC,241,242,2,0,LOSS,stop_hit,6,-1.0,18.67,242,1.8152357142857143,1,243.0,0
bf,AGYS,243,243,1,0,LOSS,stop_hit,2,-1.0,40.73,243,1.6092857142857138,1,246.0,0
bf,SNBR,245,245,1,0,BE,no_breakout_within_fw,0,0.0,86.45,245,4.251064285714287,0,,0
bf,SNBR,254,254,1,1,WIN,earnings_flat_favorable,27,8.711727959518782,83.97,254,4.423921428571431,1,255.0,0
bf,MTA,246,246,1,0,LOSS,stop_hit,6,-1.0,11.48154278215223,246,0.6638332092992719,0,251.0,0
bf,MTA,251,251,1,0,BE,breakout_too_far,0,0.0,11.660641587575496,251,0.6472752801434863,0,,0
bf,CDE,249,249,1,0,LOSS,stop_hit,1,-1.0,10.48,249,0.5828571428571426,1,253.0,0
bf,AMRC,250,251,2,0,WIN,exit_fired,29,4.7736026277323615,52.35,251,2.570385714285713,1,254.0,0
bf,AMRC,263,263,1,0,LOSS,stop_hit,1,-1.0,58.05,263,3.1961357142857136,1,264.0,0
bf,CDXS,251,251,1,0,LOSS,stop_hit,2,-1.0,22.7329,251,1.0689785714285718,1,256.0,0
bf,CDXS,416,416,1,0,LOSS,stop_hit,2,-1.0,26.13,416,1.1355214285714286,1,417.0,0
