setup,direction,ticker,cluster_leftmost,cluster_rightmost,cluster_size,is_winner,rightmost_date,rightmost_close,adr14,bar_f1_max,bar_f2_min,had_earnings,race_bars,max_fav_adr,max_adv_adr,bars_to_fav,bars_to_adv,rule_pass,t1,t2
dtss,short,GRBK,1444,1445,2,0,2025-10-02,76.32,1.9449,75.25,66.0,1,18,7.362846418839011,0.827806056866684,8,1,1,56.875,76.69375000000002
dtss,short,JBTM,336,336,1,0,2021-05-04,140.4075,4.475324299499746,,86.3125,1,57,4.331334718166068,1.8863489061259866,15,19,0,56.875,76.69375000000002
dtss,short,JBTM,338,338,1,0,2021-05-06,140.6139,4.565898120710949,,86.3125,1,55,4.290618624321184,1.8037246734795818,13,17,0,56.875,76.69375000000002
dtss,short,JBTM,1494,1494,1,0,2025-12-11,155.3449,4.399191622477716,48.75,86.8125,1,47,1.4536896737380036,3.348492054392841,16,39,0,56.875,76.69375000000002
dtss,short,WLK,336,336,1,0,2021-05-04,90.3132,2.60890593664593,,75.3125,0,60,6.943831982473644,3.1279045435298114,52,22,0,56.875,76.69375000000002
dtss,short,WLK,338,338,1,0,2021-05-06,94.3441,2.717947992210066,,75.3125,1,60,8.148317975775191,1.519347958353994,50,20,0,56.875,76.69375000000002
dtss,short,GLNG,337,337,1,0,2021-05-05,10.4346,0.37427673677023926,,66.3125,1,10,2.51046720102098,1.7861627932170094,4,9,0,56.875,76.69375000000002
dtss,short,GLNG,345,345,1,0,2021-05-17,10.7688,0.47107141122105667,,66.3125,1,2,1.1122174550898056,0.7096995776480971,2,1,0,56.875,76.69375000000002
dtss,short,GLNG,468,468,1,0,2021-11-09,12.5396,0.42461011105269847,,56.59375,1,6,2.7021306967104373,-1.968660874657578e-05,3,1,0,56.875,76.69375000000002
dtss,short,CZR,338,339,2,0,2021-05-07,105.75,4.126785714285715,,87.875,1,59,4.937983556901774,1.8682821289485054,49,20,0,56.875,76.69375000000002
dtss,short,HBM,338,338,1,0,2021-05-06,8.5469,0.39568896114600133,,55.46875,1,2,-0.3748985773389982,2.399969960423925,1,2,0,56.875,76.69375000000002
dtss,short,LUMN,341,341,1,0,2021-05-11,12.4551,0.34499735648842084,,64.4375,1,57,4.119407102233178,4.1366974150214055,47,20,0,56.875,76.69375000000002
dtss,short,LUMN,343,343,1,0,2021-05-13,12.4993,0.3647008940919464,,64.4375,1,55,4.018044880911719,3.7920106453761724,45,18,0,56.875,76.69375000000002
dtss,short,LUMN,345,346,2,0,2021-05-18,12.87,0.3847195265656114,,64.4375,1,52,4.77252760461832,2.6311367187707244,42,15,0,56.875,76.69375000000002
dtss,short,MCFT,344,344,1,0,2021-05-14,32.65,1.5655571428571429,,56.71875,0,60,5.759610909854091,0.6259752347407156,37,2,0,56.875,76.69375000000002
dtss,short,MCFT,346,346,1,0,2021-05-18,32.49,1.5554428571428576,,56.71875,0,60,5.694198253138748,-0.20572919058421593,35,1,0,56.875,76.69375000000002
dtss,short,MKSI,353,353,1,0,2021-05-27,180.1102,6.351660700432656,,77.0625,1,41,5.247421992360885,0.7478853288144062,35,2,0,56.875,76.69375000000002
dtss,short,WAB,353,353,1,0,2021-05-27,80.3651,1.6086090553206032,,80.8125,1,42,3.7769609911388784,1.3073638599142359,15,3,0,56.875,76.69375000000002
dtss,short,WAB,451,451,1,0,2021-10-15,89.6961,1.6029133525181598,,72.0,1,7,0.7055811566859596,1.1982392949573177,1,3,0,56.875,76.69375000000002
dtss,short,WAB,454,454,1,0,2021-10-20,91.0123,1.4946234162848049,,72.0,1,4,1.1480792772076975,0.09780289337833732,4,1,0,56.875,76.69375000000002
dtss,short,APA,356,356,1,0,2021-06-02,20.4653,0.7234435884867347,,68.4375,1,43,8.046497879482017,0.9381643261430026,33,3,0,56.875,76.69375000000002
dtss,short,HAL,356,356,1,0,2021-06-02,22.2322,0.6490847789760945,,68.125,1,32,7.680233438582199,0.9142831081743752,32,2,0,56.875,76.69375000000002
dtss,short,HAL,612,613,2,1,2022-06-08,39.6552,1.4276990052774299,,55.78125,1,26,10.762434817662967,-0.08398024164721438,24,1,0,56.875,76.69375000000002
dtss,short,HP,356,356,1,0,2021-06-02,26.68,1.0635173641957167,,64.25,1,38,4.0635450476721156,3.0320621108654744,32,10,0,56.875,76.69375000000002
dtss,short,PBF,356,360,5,0,2021-06-08,15.9373,0.7754660481916488,,59.03125,1,35,10.392292533525293,0.32590938865094055,34,4,0,56.875,76.69375000000002
dtss,short,PBF,1058,1058,1,0,2024-03-18,51.8787,1.952388975679222,,65.625,1,31,1.8612735343073605,3.3607491318900884,31,13,0,56.875,76.69375000000002
dtss,short,PSX,356,356,1,0,2021-06-02,74.7375,1.7302740669332621,,64.25,1,42,9.586350117214106,2.274859438554209,33,6,0,56.875,76.69375000000002
dtss,short,PSX,1472,1473,2,0,2025-11-11,138.5236,3.734424987761559,58.3125,76.25,1,56,3.3205754767751223,2.240992519376473,32,56,1,56.875,76.69375000000002
dtss,short,PSX,1476,1476,1,0,2025-11-14,139.9693,3.775169336518782,58.3125,76.25,1,53,3.667687141945612,1.8338564034137517,29,53,1,56.875,76.69375000000002
dtss,short,VDE,356,356,1,0,2021-06-02,64.6856,1.3758912057328214,,81.125,0,60,8.375712267729167,1.3631957613403607,55,10,0,56.875,76.69375000000002
dtss,short,VLO,356,356,1,0,2021-06-02,71.8785,1.7861827973984572,,72.3125,1,39,11.26795164064003,0.2670726463077903,32,1,0,56.875,76.69375000000002
dtss,short,VLO,1486,1486,1,0,2025-12-01,179.4425,5.668155067094056,68.5625,80.0625,1,39,3.619255740083113,2.421611102358681,12,36,0,56.875,76.69375000000002
dtss,short,XLE,356,356,1,0,2021-06-02,22.9558,0.47740923778039807,,79.8125,0,60,8.382803028460229,1.2362368920776226,55,6,0,56.875,76.69375000000002
dtss,short,EOG,357,358,2,0,2021-06-04,69.7558,1.92988358497548,,80.125,1,41,7.355986150458545,0.21906576486704396,31,1,0,56.875,76.69375000000002
dtss,short,CVX,358,358,1,0,2021-06-04,89.1438,1.5850660656292734,,72.375,1,38,7.223832139418888,1.0682605890856822,30,8,0,56.875,76.69375000000002
dtss,short,CVX,361,361,1,0,2021-06-09,88.593,1.4907199763313383,,72.375,1,35,7.311534936842093,1.5053555628411768,27,5,0,56.875,76.69375000000002
dtss,short,CVX,364,364,1,0,2021-06-14,88.7492,1.536516022272307,,72.375,1,32,7.195272309393252,1.3588297022254092,24,2,0,56.875,76.69375000000002
dtss,short,UEC,359,359,1,0,2021-06-07,3.41,0.20782142857142857,,71.8125,0,60,7.313009108094175,0.6255370338546137,29,1,0,56.875,76.69375000000002
dtss,short,SFM,360,360,1,0,2021-06-08,27.96,0.6256571428571431,,63.28125,1,40,7.064572107041738,2.2216640789113162,40,2,0,56.875,76.69375000000002
dtss,short,SFM,1359,1360,2,1,2025-06-02,179.53,5.093507142857143,88.9375,82.1875,1,39,5.139876958200287,0.4849310957507525,18,1,0,56.875,76.69375000000002
dtss,short,HIMX,361,362,2,0,2021-06-10,10.1909,0.6183756837443157,,74.1875,1,38,1.9727527950387005,4.347787044333699,32,14,0,56.875,76.69375000000002
dtss,short,HIMX,364,364,1,0,2021-06-14,11.5287,0.6375710428675939,,74.1875,1,36,4.0116350751860175,2.1186121945551477,30,12,0,56.875,76.69375000000002
dtss,short,HIMX,367,367,1,0,2021-06-17,10.4687,0.6826195761777069,,74.1875,1,33,2.1940512853101497,3.531638807977771,27,9,0,56.875,76.69375000000002
dtss,short,HPP,361,362,2,0,2021-06-10,175.5975,3.4363511168046705,,75.8125,1,36,5.360689910166428,0.7170742719932844,26,3,0,56.875,76.69375000000002
dtss,short,VNO,361,361,1,0,2021-06-09,42.7453,0.9705158676377721,,73.5625,1,36,6.754405946589781,0.3070249169903338,27,1,0,56.875,76.69375000000002
dtss,short,XRX,362,362,1,0,2021-06-10,18.3455,0.38700776910041895,,61.96875,1,31,6.218217183346666,0.8315329070496202,26,1,0,56.875,76.69375000000002
dtss,short,TRN,363,363,1,0,2021-06-11,24.7755,0.5336368899823647,,44.0,1,27,7.619485055081238,0.23387158154203863,25,1,0,56.875,76.69375000000002
dtss,short,TRN,533,533,1,0,2022-02-11,25.607,0.7622642900033695,,68.8125,1,3,0.23447639017161645,1.4067051469657625,1,3,0,56.875,76.69375000000002
dtss,short,NBR,364,364,1,0,2021-06-14,117.0,7.569285714285714,,59.9375,1,29,4.577710672831935,1.7504954232329906,24,2,0,56.875,76.69375000000002
dtss,short,ASR,365,365,1,0,2021-06-15,138.1383,4.341758805738086,,74.9375,1,25,2.7969902472008337,0.292387860874318,23,1,0,56.875,76.69375000000002
dtss,short,CQP,366,366,1,0,2021-06-16,32.1882,0.5283165921503574,,81.25,1,34,5.710969605780081,1.431094461793125,34,13,0,56.875,76.69375000000002
dtss,short,KIDS,370,371,2,0,2021-06-23,66.44,2.4172357142857117,,78.25,1,28,4.190737353470467,0.6453652785206259,16,1,0,56.875,76.69375000000002
dtss,short,LYV,370,370,1,0,2021-06-22,91.52,2.3493714285714296,,70.3125,1,28,7.359415284331365,1.0556014982730957,18,1,0,56.875,76.69375000000002
dtss,short,URBN,371,371,1,0,2021-06-23,40.04,1.5885714285714283,,84.375,1,42,3.097122302158275,1.2967625899280593,40,2,0,56.875,76.69375000000002
dtss,short,URBN,1124,1125,2,0,2024-06-24,45.04,1.2057142857142849,,65.875,1,40,5.324644549763039,3.201421800947869,29,13,0,56.875,76.69375000000002
dtss,short,BIPC,314,315,2,0,2021-06-30,41.9816,1.0465633256245195,,68.8125,0,60,9.600088932485997,2.766435429560281,56,4,0,56.875,76.69375000000002
dtss,short,JAZZ,381,381,1,0,2021-07-08,183.34,3.6471428571428572,,44.46875,1,17,4.090873482177834,0.7896592244418319,16,2,0,56.875,76.69375000000002
dtss,short,JAZZ,1309,1309,1,0,2025-03-19,142.07,3.682142857142858,15.3046875,58.5625,1,32,12.650242483026185,0.15480116391852383,15,3,0,56.875,76.69375000000002
dtss,short,CLF,384,384,1,0,2021-07-13,22.78,1.0537714285714281,,82.5625,1,6,4.0521121414240024,0.4360528170923473,4,1,0,56.875,76.69375000000002
dtss,short,FNV,388,388,1,0,2021-07-19,140.9726,3.1132990103432467,,82.3125,1,16,0.5672510300630642,4.939560173243863,4,12,0,56.875,76.69375000000002
dtss,short,CRMT,398,398,1,0,2021-08-02,158.84,5.868792857142852,,48.78125,1,10,0.698610446782071,1.134815994041121,2,10,0,56.875,76.69375000000002
dtss,short,TDY,398,398,1,0,2021-08-02,452.85,8.523571428571431,,85.5625,1,60,4.732757898265317,1.4723874968574484,34,22,0,56.875,76.69375000000002
dtss,short,ADI,399,399,1,0,2021-08-03,155.3532,3.001123692938409,,72.5625,1,10,0.9267981100650243,2.0162292228957543,10,1,0,56.875,76.69375000000002
dtss,short,ADI,436,436,1,0,2021-09-24,165.1197,2.880355888218889,,70.375,1,41,4.941755446782367,4.309157057199634,8,41,0,56.875,76.69375000000002
dtss,short,SMH,399,399,1,0,2021-08-03,129.7245,2.581253400474864,,85.75,0,60,3.499535024425117,1.7460356356814961,43,31,0,56.875,76.69375000000002
dtss,short,SOXL,399,399,1,0,2021-08-03,44.6,2.5148913457832967,,2.64453125,0,60,3.664935383175358,1.3733758069165554,49,31,0,56.875,76.69375000000002
dtss,short,SOXX,399,400,2,0,2021-08-04,149.9964,2.9116802617099813,,86.5625,0,60,3.889901448238784,1.119415911769416,11,30,0,56.875,76.69375000000002
dtss,short,XSD,401,401,1,0,2021-08-05,194.8249,4.138847257212149,,81.4375,0,60,2.78954803727286,5.694973236430199,10,60,0,56.875,76.69375000000002
dtss,short,CSTM,404,405,2,0,2021-08-11,19.96,0.7521428571428567,,82.0,1,53,3.6429249762583145,2.180436847103516,52,16,0,56.875,76.69375000000002
dtss,short,MTUS,404,404,1,0,2021-08-10,16.88,0.8352857142857141,,65.5,1,60,5.794424491192066,0.5626817171198936,29,1,0,56.875,76.69375000000002
dtss,short,XME,405,405,1,0,2021-08-11,44.2933,1.2504887077409939,,70.0,0,60,4.987909935525041,-5.737948460897496e-05,28,2,0,56.875,76.69375000000002
dtss,short,XME,795,795,1,0,2023-03-01,56.03,1.397539171697332,,82.8125,0,60,8.42256299741492,1.314016869497148,60,2,0,56.875,76.69375000000002
dtss,short,XME,1071,1071,1,0,2024-04-05,61.3986,1.0829673602173955,,85.625,0,60,4.406206072113449,3.053181407984664,50,32,0,56.875,76.69375000000002
dtss,short,STAA,419,419,1,0,2021-08-31,154.47,6.655207142857145,,70.125,1,44,6.474629425508918,1.293723818835736,28,4,0,56.875,76.69375000000002
dtss,short,MITK,420,420,1,0,2021-09-01,22.75,0.5963928571428573,,80.625,1,44,8.132223486436313,0.9054434397269281,27,1,0,56.875,76.69375000000002
dtss,short,NTLA,420,421,2,0,2021-09-02,174.01,9.228957142857146,,60.875,1,43,6.068941390994491,0.7133742088178998,25,2,0,56.875,76.69375000000002
dtss,short,HLT,427,427,1,0,2021-09-13,128.537,2.746397178284821,,73.0625,1,31,1.1609505492478398,5.477813418120503,5,24,0,56.875,76.69375000000002
dtss,short,HLT,898,898,1,0,2023-07-28,153.0269,2.850784294821665,,80.6875,0,60,2.793680429183551,1.0341193550588088,40,9,0,56.875,76.69375000000002
dtss,short,DRI,436,436,1,0,2021-09-24,136.746,2.873646959131977,,68.125,1,58,6.407795316644619,0.5726975524373286,47,1,0,56.875,76.69375000000002
dtss,short,AN,439,439,1,0,2021-09-29,129.01,4.036428571428572,,75.9375,1,15,3.9366483808175508,-0.3072022650858242,5,1,0,56.875,76.69375000000002
dtss,short,MFA,439,439,1,0,2021-09-29,9.8829,0.17571851359765184,,77.875,1,26,2.0784548172749235,1.711960992493773,26,15,0,56.875,76.69375000000002
dtss,short,MTSI,443,443,1,0,2021-10-05,65.38,1.9967857142857142,,84.5,1,21,1.4272938651404015,4.602396708996601,6,21,0,56.875,76.69375000000002
dtss,short,MTSI,1266,1267,2,0,2025-01-16,142.77,3.597650000000004,73.375,60.90625,1,13,6.650174419412668,2.704543243506172,7,3,1,56.875,76.69375000000002
dtss,short,HBAN,444,444,1,0,2021-10-06,12.9896,0.3069417260893691,,64.3125,1,15,1.357499033303091,2.395355436816797,5,12,0,56.875,76.69375000000002
dtss,short,NXE,448,449,2,0,2021-10-13,6.11,0.36428571428571443,,53.84375,0,60,6.011764705882351,1.0705882352941163,47,19,0,56.875,76.69375000000002
dtss,short,PERI,448,448,1,0,2021-10-12,21.55,0.8409928571428574,,55.875,1,9,1.1296172041549517,2.175999456424801,8,5,0,56.875,76.69375000000002
dtss,short,RDN,448,448,1,0,2021-10-12,20.2345,0.42306629551888947,,43.625,1,14,-0.14278175476285498,2.4249996049608615,1,3,0,56.875,76.69375000000002
dtss,short,CNP,453,454,2,0,2021-10-20,23.742,0.43813380896835646,,71.5625,1,10,1.6279457576689575,0.6105165261368806,9,4,0,56.875,76.69375000000002
dtss,short,CNP,457,457,1,0,2021-10-25,23.8668,0.37508828666318933,,71.5625,1,7,2.2342955122827184,0.38041158870579944,6,1,0,56.875,76.69375000000002
dtss,short,LECO,453,453,1,0,2021-10-19,131.0539,2.7352726052820566,,62.28125,1,6,0.034205247516553204,2.3834775354513664,1,5,0,56.875,76.69375000000002
dtss,short,FNF,456,456,1,0,2021-10-22,39.8581,0.6383290105341816,,69.4375,1,6,3.5346885866438233,0.4529253605024984,3,2,0,56.875,76.69375000000002
dtss,short,UUUU,457,458,2,0,2021-10-26,8.8,0.6217499999999999,,60.40625,0,60,4.246079613992764,4.165661439485324,60,13,0,56.875,76.69375000000002
dtss,short,WDAY,459,459,1,0,2021-10-27,283.13,5.972528571428588,,70.8125,1,15,0.36751603173577857,4.132253149539429,1,15,0,56.875,76.69375000000002
dtss,short,GSL,462,462,1,0,2021-11-01,17.4707,0.7576396358534375,,80.5,1,6,1.4716898299796666,1.1658899456267326,4,6,0,56.875,76.69375000000002
dtss,short,GSL,512,514,3,0,2022-01-14,17.925,0.5912969387795707,,81.625,1,30,4.815164268850196,5.335164680916498,5,19,0,56.875,76.69375000000002
dtss,short,COR,467,467,1,0,2021-11-08,120.3725,2.436496343363413,,59.90625,1,58,4.6597558827380166,4.790514051573571,17,58,0,56.875,76.69375000000002
dtss,short,COR,1297,1297,1,0,2025-03-03,253.5616,4.487661250234633,68.6875,86.6875,1,45,1.502256264085377,9.13085510910138,3,24,0,56.875,76.69375000000002
dtss,short,COR,1423,1423,1,0,2025-09-02,293.8628,5.734831090715553,69.3125,82.9375,1,45,1.5806174747446038,9.66442242836496,12,42,0,56.875,76.69375000000002
dtss,short,ETN,463,463,1,0,2021-11-02,159.6619,2.927021630274041,,79.1875,0,60,6.1458127960308575,1.5439656098665697,60,10,0,56.875,76.69375000000002
dtss,short,ETN,506,506,1,0,2022-01-04,160.2008,2.732925501125361,,55.5625,1,21,6.779484834829167,0.49573270031393374,17,1,0,56.875,76.69375000000002
dtss,short,KMX,463,463,1,0,2021-11-02,144.39,3.2844428571428557,,58.59375,1,34,4.247295692681079,3.5287567797974027,33,4,0,56.875,76.69375000000002
dtss,short,CATY,464,464,1,0,2021-11-03,38.2189,0.9394150676364542,,70.0625,1,57,3.7477330942036224,2.8641842881602573,32,50,0,56.875,76.69375000000002
dtss,short,EL,464,464,1,0,2021-11-03,317.4039,8.408720380108301,,74.5,0,60,6.24683578394401,3.8251271549640817,55,41,0,56.875,76.69375000000002
dtss,short,EL,466,466,1,0,2021-11-05,325.9083,8.900440254794594,,74.5,1,60,6.857222072218528,2.6582982399895014,53,39,0,56.875,76.69375000000002
dtss,short,URI,464,464,1,0,2021-11-03,368.431,10.125712009417494,,58.6875,1,56,9.00981859354272,3.2179886665876563,55,3,0,56.875,76.69375000000002
dtss,short,URI,466,466,1,0,2021-11-05,378.761,9.882059867387378,,58.6875,1,54,10.277293367800581,2.252002799626796,53,1,0,56.875,76.69375000000002
dtss,short,URI,1189,1189,1,0,2024-09-24,791.8647,19.986905151240233,92.9375,83.4375,1,20,1.078555125480178,2.937389574414533,9,16,0,56.875,76.69375000000002
dtss,short,PRGS,466,468,3,0,2021-11-09,50.251,1.0153966127730543,,61.25,1,46,6.851606732662217,1.5991122564065934,42,6,0,56.875,76.69375000000002
dtss,short,SPT,468,468,1,0,2021-11-09,142.0,7.407928571428572,,58.4375,0,60,11.852166115455447,-0.14848955269932715,51,1,0,56.875,76.69375000000002
dtss,short,NICE,469,470,2,0,2021-11-11,308.73,6.802742857142854,,78.6875,0,60,11.139624353202079,1.6390447550567813,53,2,0,56.875,76.69375000000002
dtss,short,MTH,473,473,1,0,2021-11-16,55.7047,1.7155757893410122,,76.5625,1,47,5.584041649381383,1.9172863830439166,46,18,0,56.875,76.69375000000002
dtss,short,MTH,1194,1194,1,0,2024-10-01,99.0094,2.8509789629892404,86.375,72.375,1,19,4.040927108760568,0.07102784165780793,16,13,1,56.875,76.69375000000002
dtss,short,ULTA,473,473,1,0,2021-11-16,413.86,9.430000000000003,,74.8125,1,10,4.703075291622482,0.20466595970307594,10,1,0,56.875,76.69375000000002
dtss,short,SHOP,476,476,1,0,2021-11-19,169.06,6.328950000000006,,57.1875,1,59,14.387852645383502,0.20382527907473108,43,1,0,56.875,76.69375000000002
dtss,short,SHOP,1276,1276,1,0,2025-01-30,119.18,3.5612142857142866,78.875,83.8125,1,7,2.4233307258760077,1.1877970997051537,2,7,0,56.875,76.69375000000002
dtss,short,CWK,487,489,3,0,2021-12-09,20.32,0.6548571428571434,,68.625,1,51,1.2750872600349044,4.474258289703312,7,47,0,56.875,76.69375000000002
dtss,short,CWK,1518,1518,1,0,2026-01-16,17.2,0.5607142857142852,53.46875,67.25,1,21,10.0407643312102,0.35668789808917106,18,3,0,56.875,76.69375000000002
dtss,short,LPX,487,488,2,0,2021-12-08,70.2619,2.5852319572624003,,70.1875,1,50,4.879701017379768,1.9577635201397559,31,17,0,56.875,76.69375000000002
dtss,short,WFG,472,472,1,0,2021-12-09,82.6243,2.0131652355784584,,76.8125,1,45,2.1150339936147446,6.190107452359089,4,24,0,56.875,76.69375000000002
dtss,short,WFG,515,515,1,0,2022-02-10,91.4536,2.928301603881784,,66.625,1,2,0.046228372413102056,1.1989747016155854,2,1,0,56.875,76.69375000000002
dtss,short,WFG,1218,1218,1,0,2024-11-27,95.535,2.3911551701011646,73.0625,64.125,1,49,6.3396770835961265,0.4191676138647715,27,1,1,56.875,76.69375000000002
dtss,short,TPH,492,492,1,0,2021-12-14,26.66,0.9477428571428569,,75.5625,1,44,4.684815049290045,1.5147568659371151,42,12,0,56.875,76.69375000000002
dtss,short,MOH,493,493,1,0,2021-12-15,314.0,8.826378571428563,,68.0625,1,37,5.705624293412691,1.5980959672022081,27,10,0,56.875,76.69375000000002
dtss,short,MOH,504,504,1,0,2021-12-31,318.08,7.227885714285699,,68.0625,1,26,7.531939788754681,-0.12451774081335491,16,2,0,56.875,76.69375000000002
dtss,short,BMRN,498,498,1,0,2021-12-22,89.95,2.7724928571428578,,78.5625,1,41,3.188466284854528,1.5329164831031379,21,34,0,56.875,76.69375000000002
dtss,short,BMRN,533,533,1,0,2022-02-11,90.91,2.7710714285714286,,45.34375,1,6,2.706534347209692,0.8372212914035341,6,3,0,56.875,76.69375000000002
dtss,short,WH,499,499,1,0,2021-12-23,81.4898,2.014013631569683,,75.4375,1,35,4.710053035145754,1.4203235423884806,20,7,0,56.875,76.69375000000002
dtss,short,MEDP,500,500,1,0,2021-12-27,227.9,6.103985714285715,,58.28125,1,33,11.327844335902304,0.147444643897782,19,1,0,56.875,76.69375000000002
dtss,short,MEDP,502,502,1,0,2021-12-29,220.47,6.3150571428571425,,58.28125,1,31,9.772674831581663,0.2644314947947556,17,1,0,56.875,76.69375000000002
dtss,short,MEDP,766,766,1,0,2023-01-18,232.26,6.953157142857141,,69.9375,1,17,2.6318979456403135,1.3252972442117772,8,3,0,56.875,76.69375000000002
dtss,short,MEDP,768,769,2,0,2023-01-23,239.52,7.781371428571426,,69.9375,1,14,3.2847680173895175,0.2255386490813219,5,9,0,56.875,76.69375000000002
dtss,short,APG,501,502,2,0,2021-12-29,17.02,0.4657145909451321,,67.5,1,41,7.90190183339441,1.8752543946732871,39,4,0,56.875,76.69375000000002
dtss,short,APG,504,505,2,0,2022-01-03,17.1667,0.4671430747948567,,67.5,1,38,8.191775039602918,1.5554834750626008,36,1,0,56.875,76.69375000000002
dtss,short,FFIV,501,501,1,0,2021-12-28,246.71,5.9202285714285745,,71.5,1,18,5.160273734604841,0.38680938959885564,18,1,0,56.875,76.69375000000002
dtss,short,FFIV,1449,1450,2,0,2025-10-09,342.35,6.902278571428566,46.875,40.53125,1,11,7.942130911220837,0.5288108792231109,5,1,0,56.875,76.69375000000002
dtss,short,SMCI,501,501,1,0,2021-12-28,4.417,0.12834857142857148,,62.65625,1,23,4.682560883308848,2.976269979074837,22,6,0,56.875,76.69375000000002
dtss,short,SMCI,506,506,1,0,2022-01-04,4.714,0.12927785714285692,,54.875,1,18,6.946278503113469,0.6574985220096189,17,1,0,56.875,76.69375000000002
dtss,short,SMCI,508,508,1,0,2022-01-06,4.51,0.13852785714285692,,54.875,1,16,5.0098226762023215,1.1405648167722822,15,7,0,56.875,76.69375000000002
dtss,short,SMCI,515,515,1,0,2022-01-18,4.617,0.1324535714285713,,54.875,1,9,6.047402054628316,0.0,8,1,0,56.875,76.69375000000002
dtss,short,SMCI,610,612,3,1,2022-06-07,5.619,0.24917857142857155,,57.90625,1,42,7.697291099326355,2.323634800057329,18,42,0,56.875,76.69375000000002
dtss,short,SMCI,785,785,1,0,2023-02-14,9.288,0.4772028571428568,,77.375,1,52,1.5234611216553624,5.523353350776253,5,43,0,56.875,76.69375000000002
dtss,short,SMCI,809,810,2,0,2023-03-22,11.254,0.5204592857142858,,83.8125,1,27,3.7178700680580206,1.2868633885181084,23,18,0,56.875,76.69375000000002
dtss,short,TLYS,501,501,1,0,2021-12-28,15.99,0.6234428571428572,,58.5,1,49,7.290162920189729,1.5398363923833076,47,5,0,56.875,76.69375000000002
dtss,short,TLYS,505,505,1,0,2022-01-03,16.25,0.5700785714285711,,58.5,1,45,8.428662715665764,1.2279009159138459,43,1,0,56.875,76.69375000000002
dtss,short,VONG,501,501,1,0,2021-12-28,76.957,1.2009893739212123,,71.8125,0,60,13.13902022086105,0.27754304455014583,40,2,0,56.875,76.69375000000002
dtss,short,WMK,501,502,2,0,2021-12-29,62.1929,1.3998803192894909,,74.0625,0,60,5.886713491127772,7.473776371037882,26,56,0,56.875,76.69375000000002
dtss,short,CBZ,502,502,1,0,2021-12-29,39.89,0.8464285714285715,,71.875,1,34,3.8278481012658245,1.323206751054849,21,12,0,56.875,76.69375000000002
dtss,short,CBZ,504,504,1,0,2021-12-31,39.12,0.8421428571428576,,71.875,1,32,2.932994062765052,2.244274809160305,19,10,0,56.875,76.69375000000002
dtss,short,CBZ,792,792,1,0,2023-02-24,50.93,1.2392857142857139,,74.875,1,42,3.7360230547550466,1.1700288184438068,20,36,0,56.875,76.69375000000002
dtss,short,MDB,502,502,1,0,2021-12-29,538.01,26.40842857142858,,61.71875,1,46,9.80785355324869,0.3301976100703789,46,1,0,56.875,76.69375000000002
dtss,short,MDB,1032,1032,1,0,2024-02-08,475.12,18.267500000000005,,50.78125,1,18,4.221705214178185,1.8885999726289853,17,2,0,56.875,76.69375000000002
dtss,short,MGK,502,502,1,0,2021-12-29,257.7901,4.107235251413032,,72.0625,0,60,13.538121320139377,0.2549844667004354,47,1,0,56.875,76.69375000000002
dtss,short,NVT,502,502,1,0,2021-12-29,36.0884,0.9566775297552395,,72.6875,1,27,5.3667345652089775,1.2012833712409832,21,7,0,56.875,76.69375000000002
dtss,short,PZZA,502,502,1,0,2021-12-29,120.8285,2.9117239120373344,,67.1875,1,38,9.358122979917631,0.1790039604904011,38,1,0,56.875,76.69375000000002
dtss,short,STE,502,502,1,0,2021-12-29,232.6124,4.600164229691852,,69.0,1,27,6.329123063378691,1.247870205049686,20,4,0,56.875,76.69375000000002
dtss,short,STE,504,504,1,0,2021-12-31,233.6587,4.348522982935942,,69.0,1,25,6.935988527559467,1.0794717882342966,18,2,0,56.875,76.69375000000002
dtss,short,STE,546,546,1,0,2022-03-03,234.7314,6.172585471089805,,70.4375,1,47,5.283665688189025,1.84950853274282,47,33,0,56.875,76.69375000000002
dtss,short,STE,569,569,1,0,2022-04-05,236.3087,4.9215522610152425,,56.34375,1,24,6.947234581220955,1.9991557492544731,24,10,0,56.875,76.69375000000002
dtss,short,STE,1151,1151,1,0,2024-07-31,234.6114,5.895045471241929,57.8125,81.625,1,3,0.8950969279127821,0.6917526947273833,3,2,0,56.875,76.69375000000002
dtss,short,AHH,503,505,3,0,2022-01-03,11.3569,0.2685240819697436,,63.1875,1,26,6.496307226220235,1.013994468745334,18,1,0,56.875,76.69375000000002
dtss,short,AHRT,503,505,3,0,2022-01-03,11.3569,0.26894000455733863,,63.21875,1,26,6.486260521135251,1.0124263003951408,18,1,0,56.875,76.69375000000002
dtss,short,ISRG,503,503,1,1,2021-12-30,363.3,8.573149999999998,,7.828125,1,13,8.200019829350941,0.33243323632503413,13,1,0,56.875,76.69375000000002
dtss,short,LKQ,503,504,2,0,2021-12-31,53.6011,0.9879166878848444,,74.9375,1,32,6.805841172546037,0.3614667028761143,15,1,0,56.875,76.69375000000002
dtss,short,LKQ,506,506,1,0,2022-01-04,53.1189,1.0394691658343795,,58.03125,1,30,6.004414824986194,0.47248637070416777,13,1,0,56.875,76.69375000000002
dtss,short,LKQ,835,835,1,0,2023-04-28,52.8492,0.909569589720962,,66.5625,1,60,6.125072163105965,1.956303014068643,22,50,0,56.875,76.69375000000002
