feature,entry_mean,entry_std,other_mean,pooled_std,sep_zscore,n_entry
up_vol_ratio_5,0.6444577,0.19313662,0.41981623,0.19216168,1.1690233,73
tir_es_ext50_cci14_gt_100_15,1.6575342,2.3524165,0.12671232,1.3098675,1.1686846,73
tir_es_ext50_cci14_gt_100_10,1.6575342,2.3524165,0.12671232,1.3098675,1.1686846,73
tir_es_ext50_cci14_gt_100_30,1.6575342,2.3524165,0.12671232,1.3098675,1.1686846,73
tir_es_ext50_cci14_gt_100_20,1.6575342,2.3524165,0.12671232,1.3098675,1.1686846,73
roc_rank_10_lb50,0.7567022,0.20772672,0.47945628,0.23729557,1.1683569,73
ct_h_gt_maxh50_1_3,0.98630136,0.8078286,0.36986303,0.52798396,1.1675323,73
w_st_h_gt_h1_15,0.7671233,0.42558944,1.2945206,0.4526264,1.1651934,73
w_st_h_gt_h1_30,0.7671233,0.42558944,1.2945206,0.4526264,1.1651934,73
w_st_h_gt_h1_10,0.7671233,0.42558944,1.2945206,0.4526264,1.1651934,73
w_st_h_gt_h1_20,0.7671233,0.42558944,1.2945206,0.4526264,1.1651934,73
w_st_h_gt_h1_5,0.7671233,0.42558944,1.2945206,0.4526264,1.1651934,73
nr_h_maxh20_pct,-3.551104,8.47154,10.751329,12.285224,1.164198,73
roc_8,12.186242,11.783945,1.0951685,9.543901,1.1621112,73
ct_es_ext200_roc5_pos_3,2.3972602,0.86184114,1.3047944,0.9429704,1.1585367,73
ct_es_ext200_roc5_neg_3,0.60273975,0.86184114,1.6952055,0.94297045,1.1585364,73
pctrank_rsi14_65,78.230736,18.40829,51.542988,23.06019,1.1573082,73
pctrank_rsi14_252,78.28571,14.980793,54.11914,20.887445,1.1569903,70
ct_es_ext200_rsi21_lt_50_3,0.28767124,0.611906,1.3561643,0.9237686,1.1566676,73
ct_es_ext200_rsi21_gt_50_3,2.7123287,0.611906,1.6438357,0.9237686,1.1566674,73
tir_c_gt_maxc50_1_10,0.39726028,0.70197594,0.0102739725,0.3348141,1.1558244,73
tir_c_gt_maxc50_1_15,0.39726028,0.70197594,0.0102739725,0.3348141,1.1558244,73
tir_c_gt_maxc50_1_20,0.39726028,0.70197594,0.0102739725,0.3348141,1.1558244,73
tir_c_gt_maxc50_1_30,0.39726028,0.70197594,0.0102739725,0.3348141,1.1558244,73
tir_c_gt_maxc50_1_5,0.39726028,0.70197594,0.0102739725,0.3348141,1.1558244,73
es_ext200_ch_pos_65,0.92541355,0.9369176,-0.32047844,1.0798993,1.1537113,72
rsi_slope_28_off5,5.741596,6.633034,-2.4037228,7.0666347,1.1526448,73
tir_c_gt_maxc10_1_15,1.0547945,1.8325034,0.04794521,0.8735939,1.152537,73
tir_c_gt_maxc10_1_10,1.0547945,1.8325034,0.04794521,0.8735939,1.152537,73
tir_c_gt_maxc10_1_30,1.0547945,1.8325034,0.04794521,0.8735939,1.152537,73
tir_c_gt_maxc10_1_20,1.0547945,1.8325034,0.04794521,0.8735939,1.152537,73
nr_ratio_maxh30,0.97681665,0.04812001,0.8813225,0.08291978,1.1516451,73
ext_peak_avgc50_lb50,0.6091037,0.22976755,0.1725912,0.37903887,1.1516298,73
w_st_h_gt_h1_50,0.7777778,0.4186574,1.2986112,0.45234567,1.1514057,72
slope_avgc10_off2_atr14,0.48990154,0.26281524,0.17415279,0.2745047,1.150249,73
ct_c_lt_xavgc13_3,0.1369863,0.45077324,1.0821917,0.8217459,1.1502405,73
ct_xavgc13_falling_3,0.1369863,0.45077324,1.0821917,0.8217459,1.1502405,73
ct_xavgc13_rising_3,2.8630137,0.45077324,1.9178083,0.8217459,1.1502405,73
ct_c_gt_xavgc13_3,2.8630137,0.45077324,1.9178083,0.8217459,1.1502405,73
tir_es_ext200_roc5_neg_5,0.41095892,0.9977141,1.8116438,1.2185463,1.1494721,73
tir_es_ext50_rsi14_gt_50_5,3.589041,1.928122,1.311644,1.9823039,1.1488638,73
nr_h_maxh25_pct,-3.3126185,8.426024,10.782854,12.274167,1.1483853,73
ext_xavgc20_pct,7.859164,6.2147775,-0.118305326,6.9501815,1.1478074,73
ext_xavgc5_pct,2.6597517,3.8347514,-2.8562412,4.809899,1.1468003,73
es_ext200_tl_dev_50,1.5325786,1.5352572,-0.34279233,1.6372403,1.1454464,72
down_vol_ratio_5b,0.35552436,0.19315311,0.57806855,0.19441518,1.1446853,73
ext_avgc5_pct,3.0443754,5.1123214,-4.3513756,6.4642153,1.1441065,73
es_ext50_rsi_slope_28_off10,9.731583,10.898902,-2.2869718,10.515601,1.1429261,73
ct_h_gt_maxh20_1_5,2.589041,1.1647081,1.6267124,0.84228086,1.1425269,73
es_ext50_cci_50,69.59691,70.73897,-22.169163,80.480995,1.1402203,73
es_ext50_tl_dev_10,-0.02300201,0.7924769,-0.9291234,0.79537743,1.1392344,73
es_ext200_floor_65,0.6727111,0.17340696,0.41278774,0.2284846,1.1375967,73
es_ext200_range_pos_65,0.6727111,0.17340696,0.41278774,0.2284846,1.1375967,73
close_position_3,0.5471108,0.14482763,0.38024047,0.14673306,1.1372374,73
ext_xavgc21_pct,8.0503,6.3131723,0.062907934,7.029205,1.1363151,73
slope_xavgc8_off5_atr14,1.174568,0.58941436,0.45956767,0.6297278,1.1354119,73
ct_l_lt_minl5_1_3,0.04109589,0.19988589,0.89041096,0.74836206,1.1348985,73
pctrank_rsi14_20,78.83562,21.007944,49.16096,26.167995,1.1340057,73
slope_avgc10_off2_adr14,0.51901495,0.28410065,0.18262528,0.29664385,1.1339849,73
st_es_ext50_rsi21_gt_50_15,0.09589041,0.34011373,1.3835616,1.1368666,1.1326494,73
st_es_ext50_rsi21_gt_50_10,0.09589041,0.34011373,1.3835616,1.1368666,1.1326494,73
nr_h_maxh30_pct,-3.0836623,8.455059,10.844319,12.30031,1.1323277,73
tir_c_gt_maxc20_1_30,0.8356164,1.4143482,0.04452055,0.6994236,1.1310682,73
tir_c_gt_maxc20_1_10,0.8356164,1.4143482,0.04452055,0.6994236,1.1310682,73
tir_c_gt_maxc20_1_15,0.8356164,1.4143482,0.04452055,0.6994236,1.1310682,73
tir_c_gt_maxc20_1_20,0.8356164,1.4143482,0.04452055,0.6994236,1.1310682,73
st_es_ext200_roc5_pos_10,0.41095892,0.9977141,1.8253424,1.2508142,1.1307703,73
st_es_ext200_roc5_pos_50,0.41095892,0.9977141,1.8253424,1.2508142,1.1307703,73
st_es_ext200_roc5_pos_15,0.41095892,0.9977141,1.8253424,1.2508142,1.1307703,73
st_es_ext200_roc5_pos_20,0.41095892,0.9977141,1.8253424,1.2508142,1.1307703,73
tir_es_ext200_roc5_neg_10,0.41095892,0.9977141,1.8253424,1.2508142,1.1307703,73
tir_es_ext200_roc5_neg_30,0.41095892,0.9977141,1.8253424,1.2508142,1.1307703,73
tir_es_ext200_roc5_neg_20,0.41095892,0.9977141,1.8253424,1.2508142,1.1307703,73
tir_es_ext200_roc5_neg_15,0.41095892,0.9977141,1.8253424,1.2508142,1.1307703,73
st_es_ext200_roc5_pos_30,0.41095892,0.9977141,1.8253424,1.2508142,1.1307703,73
ext_peak_avgc200_lb50,0.8133918,0.10678927,0.5704675,0.21483174,1.1307656,72
slope_xavgc100_off2_adr14,0.15623829,0.04506553,0.09420591,0.05487967,1.1303344,73
slope_xavgc100_off2_atr14,0.14719673,0.041723143,0.08916461,0.05137394,1.1296022,73
efficiency_10,0.46155876,0.23636349,0.24108982,0.195397,1.1283128,73
ext_ceil_xavgc100_lb504_adr14,0.4740153,0.16283709,0.24352014,0.20435046,1.1279405,60
close_position_5,0.5636806,0.11711923,0.43610716,0.11314041,1.1275673,73
ext_ceil_avgc200_lb60_adr14,0.7302687,0.13803524,0.49626744,0.20756312,1.127374,72
ext_slope_xavgc13_off20,1.5035752,1.579574,-0.11880663,1.4402754,1.1264386,73
roc_5,8.226338,8.22348,-2.8172812,9.804545,1.1263775,73
tir_es_ext200_rsi21_gt_50_5,3.9178083,1.6812156,1.6267123,2.0352862,1.1256874,73
es_ext50_floor_65,0.6531648,0.17272575,0.41341853,0.21307002,1.1251994,73
es_ext50_range_pos_65,0.6531648,0.17272575,0.41341853,0.21307002,1.1251994,73
ext_avgc20_pct,9.285241,6.835359,0.863363,7.5003157,1.1228697,73
es_ext50_rsi_slope_5_off3,-2.1323042,31.418676,-32.049908,26.727427,1.1193596,73
tir_es_ext200_rsi21_lt_50_5,0.1369863,0.63058734,1.4075342,1.1413096,1.1132369,73
tir_es_ext200_stoch14_gt_80_5,2.1643836,2.160335,0.45205483,1.5407456,1.1113638,73
es_ext200_ma_cross_3_15,1.2377679,1.0018461,0.01947318,1.0963875,1.11119,73
tir_stoch14_gt_80_5,2.4931507,2.0352674,0.70547944,1.6117672,1.1091374,73
st_es_ext50_rsi14_gt_50_5,0.15068494,0.36021733,1.4315069,1.1557214,1.1082445,73
adx_slope_20_off3,3.5466492,2.8242223,0.320563,2.9119265,1.1078873,73
tir_c_gt_xavgc8_15,6.6712327,4.0724516,2.3869863,3.8713129,1.106665,73
tir_xavgc8_rising_15,6.6712327,4.0724516,2.3869863,3.8713129,1.106665,73
ns_c_minl20_adr14,4.5860043,1.3220882,2.806832,1.609611,1.105343,73
nr_ratio_maxh2,0.99078953,0.054321416,0.9070276,0.075797714,1.105072,73
ext_slope_xavgc8_off2,0.11764417,0.9064076,-0.93519706,0.95314354,1.1045988,73
ext_ceil_xavgc100_lb504_atr14,0.48252565,0.16266128,0.25199226,0.20882899,1.1039339,60
slope_xavgc8_off5_adr14,1.2463404,0.6413981,0.4851796,0.6896593,1.1036766,73
es_ext200_ch_pos_90,0.7886519,0.7928879,-0.3260664,1.0112413,1.1023268,72
ns_l_minl20_adr14,4.2139874,1.3102211,2.428925,1.6200944,1.1018261,73
ext_avgc21_pct,9.480641,6.9832644,1.1203718,7.592535,1.101117,73
tir_l_lt_l1_5,0.28767124,0.51314527,1.6164384,1.2077252,1.1002232,73
ext_ceil_avgc200_lb60_atr14,0.7323659,0.14099018,0.4996202,0.21192639,1.0982385,72
st_es_ext200_rsi21_gt_50_5,0.05479452,0.28335354,1.2431507,1.0821649,1.0981286,73
tir_xavgc13_falling_30,0.02739726,0.16436774,1.0342466,0.9169053,1.0980952,73
st_xavgc13_rising_50,0.02739726,0.16436774,1.0342466,0.9169053,1.0980952,73
st_xavgc13_rising_30,0.02739726,0.16436774,1.0342466,0.9169053,1.0980952,73
st_c_gt_xavgc13_10,0.02739726,0.16436774,1.0342466,0.9169053,1.0980952,73
tir_xavgc13_falling_5,0.02739726,0.16436774,1.0342466,0.9169053,1.0980952,73
tir_xavgc13_falling_20,0.02739726,0.16436774,1.0342466,0.9169053,1.0980952,73
tir_xavgc13_falling_15,0.02739726,0.16436774,1.0342466,0.9169053,1.0980952,73
tir_xavgc13_falling_10,0.02739726,0.16436774,1.0342466,0.9169053,1.0980952,73
tir_c_lt_xavgc13_15,0.02739726,0.16436774,1.0342466,0.9169053,1.0980952,73
tir_c_lt_xavgc13_10,0.02739726,0.16436774,1.0342466,0.9169053,1.0980952,73
tir_c_lt_xavgc13_30,0.02739726,0.16436774,1.0342466,0.9169053,1.0980952,73
tir_c_lt_xavgc13_20,0.02739726,0.16436774,1.0342466,0.9169053,1.0980952,73
tir_c_lt_xavgc13_5,0.02739726,0.16436774,1.0342466,0.9169053,1.0980952,73
st_c_gt_xavgc13_15,0.02739726,0.16436774,1.0342466,0.9169053,1.0980952,73
st_xavgc13_rising_15,0.02739726,0.16436774,1.0342466,0.9169053,1.0980952,73
st_xavgc13_rising_20,0.02739726,0.16436774,1.0342466,0.9169053,1.0980952,73
st_xavgc13_rising_10,0.02739726,0.16436774,1.0342466,0.9169053,1.0980952,73
st_c_gt_xavgc13_50,0.02739726,0.16436774,1.0342466,0.9169053,1.0980952,73
st_c_gt_xavgc13_30,0.02739726,0.16436774,1.0342466,0.9169053,1.0980952,73
st_c_gt_xavgc13_20,0.02739726,0.16436774,1.0342466,0.9169053,1.0980952,73
nr_ratio_maxh35,0.9719539,0.04753419,0.8809396,0.08297287,1.0969167,73
ext_ceil_xavgc100_lb252_adr14,0.47863597,0.16190615,0.2548076,0.2041226,1.0965389,71
lower_low_seq_10,0.28767124,0.51314527,1.619863,1.2160457,1.0955113,73
tir_l_lt_l1_30,0.28767124,0.51314527,1.619863,1.2160457,1.0955113,73
tir_l_lt_l1_10,0.28767124,0.51314527,1.619863,1.2160457,1.0955113,73
tir_l_lt_l1_15,0.28767124,0.51314527,1.619863,1.2160457,1.0955113,73
lower_low_seq_20,0.28767124,0.51314527,1.619863,1.2160457,1.0955113,73
lower_low_seq_5,0.28767124,0.51314527,1.619863,1.2160457,1.0955113,73
tir_l_lt_l1_20,0.28767124,0.51314527,1.619863,1.2160457,1.0955113,73
nr_h_maxh35_pct,-2.5757637,8.400398,10.898902,12.305793,1.0949856,73
tir_es_ext200_cci14_gt_100_5,1.6712328,2.0551748,0.25342467,1.2978438,1.0924336,73
st_es_ext200_rsi14_lt_50_15,5.2739725,3.891801,1.640411,3.3263397,1.0923604,73
ns_c_minl20_atr14,4.3116975,1.1946843,2.658154,1.5140369,1.0921421,73
ns_l_minl20_atr14,3.9613254,1.1840045,2.3027093,1.5189738,1.0919319,73
ns_c_minl35_adr14,5.2007704,1.2677525,3.374872,1.6726744,1.0916042,73
es_ext50_stoch_50,67.203766,19.819426,41.041187,24.019348,1.0892293,73
es_ext50_range_pos_50,0.6720422,0.19820829,0.41041565,0.2401952,1.0892247,73
es_ext50_floor_50,0.6720422,0.19820829,0.41041565,0.2401952,1.0892247,73
ext_xavgc150_adr14,4.796982,1.3900428,2.9623294,1.6847397,1.0889827,73
slope_xavgc150_off1_adr14,0.06438519,0.018656293,0.03976345,0.022614589,1.0887547,73
ns_l_minl35_adr14,4.8287673,1.3054104,2.9970074,1.6824678,1.088734,73
rsi_slope_5_off5,6.6171007,30.376913,-28.061989,31.903038,1.0870153,62
rsi_5_slope_5,6.6171007,30.376913,-28.061989,31.903038,1.0870153,62
ext_xavgc150_atr14,4.5098057,1.253123,2.8020232,1.5731851,1.0855572,73
slope_xavgc150_off1_atr14,0.060534753,0.01682506,0.037610147,0.021117846,1.085556,73
st_l_gt_xavgc21_30,0.04109589,0.19988587,1.1369863,1.0100334,1.0850042,73
st_l_gt_xavgc21_50,0.04109589,0.19988587,1.1369863,1.0100334,1.0850042,73
st_l_gt_xavgc21_10,0.04109589,0.19988587,1.1369863,1.0100334,1.0850042,73
st_l_gt_xavgc21_20,0.04109589,0.19988587,1.1369863,1.0100334,1.0850042,73
st_l_gt_xavgc21_15,0.04109589,0.19988587,1.1369863,1.0100334,1.0850042,73
st_xavgc8_falling_50,6.7260275,4.194111,2.4178083,3.9744236,1.0839858,73
tir_c_gt_xavgc8_20,6.7260275,4.194111,2.4178083,3.9744236,1.0839858,73
st_c_lt_xavgc8_30,6.7260275,4.194111,2.4178083,3.9744236,1.0839858,73
tir_xavgc8_rising_20,6.7260275,4.194111,2.4178083,3.9744236,1.0839858,73
st_xavgc8_falling_30,6.7260275,4.194111,2.4178083,3.9744236,1.0839858,73
tir_c_gt_xavgc8_30,6.7260275,4.194111,2.4178083,3.9744236,1.0839858,73
st_xavgc8_falling_20,6.7260275,4.194111,2.4178083,3.9744236,1.0839858,73
st_c_lt_xavgc8_20,6.7260275,4.194111,2.4178083,3.9744236,1.0839858,73
tir_xavgc8_rising_30,6.7260275,4.194111,2.4178083,3.9744236,1.0839858,73
st_c_lt_xavgc8_50,6.7260275,4.194111,2.4178083,3.9744236,1.0839858,73
ct_es_ext50_slope1_pos_7,4.452055,1.1308933,3.4143834,0.9577053,1.0834978,73
ct_es_ext50_slope1_neg_7,2.5479453,1.1308932,3.5856166,0.9577053,1.0834975,73
es_ext200_rsi_slope_7_off10,11.256487,32.637077,-20.154705,29.02597,1.0821754,72
nr_h_maxh40_pct,-2.320814,8.389334,11.003305,12.312434,1.0821677,73
ext_slope_xavgc8_atr14_2b,0.06951429,0.82443357,-0.8955585,0.89281183,1.0809363,73
ns_c_minl30_adr14,4.955105,1.1828529,3.221517,1.6042848,1.0805985,73
es_ext200_rsi_slope_5_off10,9.7439165,37.8616,-25.902779,32.992363,1.0804529,72
ct_es_ext50_rsi21_gt_50_3,2.6575344,0.7113989,1.6061643,0.9735856,1.0798948,73
ct_es_ext50_rsi21_lt_50_3,0.34246576,0.71139884,1.3938357,0.9735856,1.0798947,73
st_c_gt_xavgc13_5,0.02739726,0.16436774,1.0136986,0.91416216,1.0789129,73
st_xavgc13_rising_5,0.02739726,0.16436774,1.0136986,0.91416216,1.0789129,73
pctrank_close_120,97.041954,4.5455837,79.423996,16.33393,1.0786111,73
slope_xavgc9_off5_atr14,1.1200337,0.5489661,0.48561725,0.58864814,1.0777515,73
nr_h_maxh45_pct,-1.9840981,6.5048003,11.040007,12.09395,1.0769107,73
es_ext200_rsi_slope_5_off3,-2.5349874,31.544525,-32.097336,27.453033,1.0768336,73
tir_es_ext50_rsi21_lt_50_5,0.1780822,0.6528244,1.4657534,1.1963607,1.0763235,73
ns_l_minl35_atr14,4.548935,1.2094032,2.8406222,1.5873598,1.0761976,73
nr_ratio_maxh40,0.96960616,0.047926363,0.8801838,0.083091624,1.0761896,73
ext_slope_xavgc50_off15,2.102607,1.6757323,0.22855882,1.7418835,1.0758746,73
ns_c_minl35_atr14,4.8994007,1.172689,3.1960776,1.5845307,1.0749701,73
ext_avgc100_adr14,3.936791,1.4036113,2.121434,1.6891559,1.0747125,73
ns_l_minl30_adr14,4.5828605,1.2007917,2.8436441,1.6187598,1.0744128,73
tir_es_ext200_rsi7_gt_70_5,1.5342466,2.0075011,0.21917808,1.2258937,1.0727426,73
es_ext50_tl_dev_50,1.6997991,1.7362237,-0.058538795,1.64025,1.0719938,73
roc_9,12.940724,12.054019,2.21034,10.015705,1.0713559,73
ct_stoch14_gt_80_3,2.041096,1.1357614,1.020548,0.9548004,1.06886,73
ext_ceil_xavgc100_lb252_atr14,0.4828328,0.16472048,0.2605542,0.20815219,1.0678657,71
es_ext200_rsi_slope_9_off10,11.776753,28.560122,-15.9472885,25.974672,1.0673491,72
tir_es_ext200_rsi14_gt_50_10,5.479452,3.354556,1.9931508,3.2713532,1.0657063,73
ns_c_minl30_atr14,4.6648116,1.0751145,3.050539,1.5149385,1.0655698,73
es_ext200_slope_off10,1.9199308,1.7636971,-0.27052662,2.0557454,1.0655295,72
ext_slope_avgc200_adr14_10b,1.9199308,1.7636971,-0.27052662,2.0557454,1.0655295,72
es_ext50_slope_off10,1.953524,1.7768295,-0.056974128,1.8877245,1.0650378,73
ext_slope_avgc50_adr14_10b,1.953524,1.7768295,-0.056974128,1.8877245,1.0650378,73
ext_slope_avgc50_atr14_10b,1.8479406,1.6463265,-0.032896087,1.7670856,1.0643722,73
high_vs_avgc200_atr14,6.7451305,1.7097024,4.722646,1.9002372,1.0643326,73
ext_slope_xavgc8_adr14_2b,0.08696159,0.9066564,-0.9668617,0.9905831,1.0638415,73
ns_l_minl30_atr14,4.3143997,1.094321,2.6951296,1.522556,1.0635209,73
nr_h_maxh55_pct,-1.5368893,4.557473,11.102665,11.89364,1.0627154,73
ext_avgc100_atr14,3.7086902,1.3153042,2.0180256,1.592109,1.0619025,73
ct_c_gt_c1_7,4.712329,1.2188277,3.6232877,1.0257343,1.0617186,73
es_ext50_ma_cross_3_15,1.2418848,0.99906296,0.13555303,1.0426917,1.0610344,73
nr_h_maxh50_pct,-1.5596178,4.5714164,11.074469,11.91053,1.0607493,73
ns_c_minl25_adr14,4.8135166,1.2364368,3.057932,1.6559466,1.0601699,73
ct_c_lt_c1_7,2.2876713,1.2188276,3.3732877,1.0242122,1.0599525,73
es_ext50_range_pos_90,0.6174149,0.1566754,0.40808442,0.1975864,1.0594376,73
es_ext50_floor_90,0.6174149,0.1566754,0.40808442,0.1975864,1.0594376,73
ct_c_gt_xavgc8_5,4.479452,0.8992214,3.3904107,1.0284388,1.0589268,73
ct_xavgc8_rising_5,4.479452,0.8992214,3.3904107,1.0284388,1.0589268,73
ct_xavgc8_falling_5,0.5205479,0.8992214,1.6095891,1.0284388,1.0589266,73
ct_c_lt_xavgc8_5,0.5205479,0.8992214,1.6095891,1.0284388,1.0589266,73
ext_slope_xavgc100_off15,2.1900656,1.6188265,0.33952647,1.7490032,1.0580536,73
ct_c_lower_half_5,2.0547945,0.89583,3.0136986,0.9081484,1.0558891,73
macd_line_6_19_atr14,0.9404874,0.3371545,0.4938552,0.42304468,1.0557566,73
high_vs_avgc200_adr14,7.1793666,1.9288588,5.0163393,2.0503182,1.0549715,73
nr_h_maxh60_pct,-1.437397,4.5797763,11.106237,11.89416,1.0546044,73
ns_l_minl25_adr14,4.441192,1.2595209,2.6800299,1.6701751,1.0544777,73
tir_es_ext50_stoch14_lt_50_5,0.2739726,0.8038154,1.6472603,1.3027894,1.0541133,73
ct_cci14_gt_100_5,3.369863,1.3591955,2.2568493,1.0564724,1.053519,73
nr_h_maxh63_pct,-1.3714238,4.568731,11.138241,11.885928,1.0524769,73
es_ext200_tl_dev_65,1.4079871,1.512887,-0.43512875,1.7527964,1.0515287,72
stoch_50,82.953766,10.367878,67.71921,14.495635,1.0509756,73
spread_slope_xavgc8_xavgc50_off5_adr14,0.74368167,0.68238145,0.03727661,0.6723893,1.0505893,73
nr_h_maxh65_pct,-1.3356087,4.560904,11.1494255,11.885915,1.0504059,73
tir_c_gt_c1_10,1.6438357,2.4741437,0.33219177,1.2493836,1.0498328,73
nr_h_maxh70_pct,-1.3134655,4.5598793,11.15691,11.883053,1.0494252,73
slope_xavgc9_off5_adr14,1.1880213,0.5960461,0.5130401,0.643508,1.0489087,73
ns_c_minl25_atr14,4.52927,1.1211766,2.8950021,1.5588343,1.0483911,73
ct_close_near_high_3,1.0410959,0.73481596,0.44520548,0.5691859,1.046917,73
es_ext50_range_pos_120,0.6063048,0.14285721,0.41332725,0.18440373,1.046495,73
es_ext50_floor_120,0.6063048,0.14285721,0.41332725,0.18440373,1.046495,73
ns_l_minl25_atr14,4.1789117,1.1448121,2.5395927,1.5668429,1.0462561,73
macd_line_6_19_adr14,0.99710983,0.36438832,0.51982677,0.45648405,1.0455635,73
slope_xavgc50_off3_atr14,0.29029742,0.08906109,0.17166795,0.11352282,1.0449835,73
tir_c_gt_c1_30,1.6575342,2.5233307,0.33219177,1.2689056,1.0444767,73
tir_c_gt_c1_15,1.6575342,2.5233307,0.33219177,1.2689056,1.0444767,73
consecutive_up_days,1.6575342,2.5233307,0.33219177,1.2689056,1.0444767,73
tir_c_gt_c1_20,1.6575342,2.5233307,0.33219177,1.2689056,1.0444767,73
ext_slope_avgc200_off15,2.3169386,1.5564729,0.49965063,1.7409512,1.0438478,72
spread_slope_xavgc8_xavgc50_off5_atr14,0.6999908,0.642347,0.036420822,0.63606536,1.0432419,73
st_c_lt_c1_50,1.6575342,2.5233307,0.33561644,1.2690256,1.0416794,73
st_c_lt_c1_20,1.6575342,2.5233307,0.33561644,1.2690256,1.0416794,73
st_c_lt_c1_30,1.6575342,2.5233307,0.33561644,1.2690256,1.0416794,73
st_c_lt_c1_15,1.6575342,2.5233307,0.33561644,1.2690256,1.0416794,73
nr_ratio_maxh45,0.96617484,0.044528235,0.87992966,0.08282001,1.0413568,73
tir_c_gt_c1_5,1.369863,1.8143476,0.33219177,0.9975236,1.0402474,73
st_c_lt_xavgc8_10,3.958904,3.4174325,1.1335616,2.7166548,1.040008,73
st_xavgc8_falling_10,3.958904,3.4174325,1.1335616,2.7166548,1.040008,73
es_ext200_roc_2,10.183714,24.291756,-26.730835,35.510532,1.039538,73
slope_xavgc50_off3_adr14,0.30752355,0.09455373,0.18103437,0.121701896,1.0393361,73
ext_xavgc30_pct,9.499137,7.0905294,1.5278184,7.6701193,1.0392691,73
ct_c_upper_half_5,2.9315069,0.9178596,1.9863014,0.91253746,1.035799,73
ext_slope_avgc200_atr14_10b,1.7855322,1.7192206,-0.27957994,1.9973134,1.033945,72
ct_es_ext200_stoch14_lt_50_3,0.4520548,0.8981631,1.5068493,1.0201919,1.0339178,73
ct_es_ext200_stoch14_gt_50_3,2.5479453,0.8981631,1.4931506,1.020192,1.0339178,73
pctrank_rsi14_50,77.64384,20.732,52.547947,24.324293,1.0317212,73
es_ext200_rsi_slope_14_off10,11.463172,21.349344,-9.518681,20.385633,1.029247,72
es_ext50_range_pos_3,0.52442825,0.44055346,0.16470015,0.34962782,1.0288887,73
es_ext50_stoch_3,52.442585,44.054714,16.470352,34.962944,1.0288674,73
st_l_lt_l1_5,1.3013699,1.7534484,0.30479452,0.97080684,1.0265434,73
es_ext50_ch_pos_10,-0.21667224,1.2206162,-1.1126574,0.87315196,1.0261503,73
es_ext200_tl_dev_90,1.2972047,1.3518655,-0.5359793,1.7866572,1.0260413,72
st_es_ext200_roc5_pos_5,0.24657534,0.6620842,1.5034246,1.2258316,1.0253034,73
tir_c_gt_xavgc21_5,4.6986303,0.92323315,2.6472602,2.0018072,1.024759,73
tir_xavgc21_rising_5,4.6986303,0.92323315,2.6472602,2.0018072,1.024759,73
st_l_gt_xavgc21_5,0.04109589,0.19988587,1.0753424,1.0093552,1.0246607,73
es_ext200_tl_dev_10,-0.08305293,0.76673543,-0.9922277,0.887409,1.0245273,73
tir_es_ext50_stoch14_gt_80_10,2.5342467,2.9724762,0.47260278,2.0161262,1.0225768,73
ct_c_gt_bbtop_3,0.8356164,0.92816573,0.23287672,0.5895462,1.022379,73
roc_delta_20_vs3,7.811296,16.04092,-6.6577673,14.153156,1.0223206,73
roc_accel_20_3,7.811296,16.04092,-6.6577673,14.153156,1.0223206,73
ext_ceil_avgc200_lb120_adr14,0.664874,0.16663535,0.45367497,0.20666827,1.021923,71
es_ext200_ch_pos_120,0.550246,0.7674625,-0.47161385,1.0001531,1.0217035,71
ns_l_minl5_pct,9.4837,7.80408,1.0580218,8.248623,1.0214648,73
spread_slope_xavgc13_xavgc21_off5_atr14,0.22075774,0.19985008,0.027289841,0.1895113,1.020878,73
tir_es_ext50_rsi21_gt_50_5,3.7534246,1.8010864,1.6164384,2.0936778,1.0206853,73
es_ext200_ma_cross_3_20,1.4544559,1.0193555,0.25482813,1.1755093,1.0205175,73
tir_es_ext200_stoch14_gt_50_5,3.6027398,2.012045,1.4794521,2.0823421,1.0196632,73
tir_es_ext50_stoch14_gt_80_20,2.6438355,3.2929637,0.47602743,2.1262834,1.0195292,73
tir_es_ext50_stoch14_gt_80_15,2.6438355,3.2929637,0.47602743,2.1262834,1.0195292,73
tir_es_ext50_stoch14_gt_80_30,2.6438355,3.2929637,0.47602743,2.1262834,1.0195292,73
spread_slope_xavgc13_xavgc21_off5_adr14,0.23406497,0.21405195,0.028330542,0.20239924,1.0164783,73
ns_l_minl40_adr14,5.1679955,1.4401804,3.3137927,1.8276613,1.0145221,73
es_ext50_ch_pos_65,1.0335577,1.110967,-0.11671839,1.1359003,1.0126559,73
st_es_ext50_rsi21_gt_50_5,0.09589041,0.34011373,1.2602739,1.1500447,1.0124681,73
tir_es_ext200_roc5_pos_5,2.9863014,2.0982344,1.0684931,1.896725,1.0111156,73
ext_ceil_avgc200_adr14_lb126,0.66980815,0.18561111,0.4560436,0.21143952,1.0109962,73
ext_ceil_avgc200_atr14_lb1260,0.45887586,0.12101055,0.30063555,0.1565252,1.0109575,18
ns_c_minl40_adr14,5.5398917,1.418098,3.6916394,1.8328882,1.0083824,73
tir_es_ext50_rsi7_gt_70_10,1.6438357,2.468524,0.18150686,1.450319,1.0082808,73
tir_es_ext50_rsi7_gt_70_20,1.6438357,2.468524,0.18150686,1.450319,1.0082808,73
tir_es_ext50_rsi7_gt_70_30,1.6438357,2.468524,0.18150686,1.450319,1.0082808,73
