setup,offset,n_ex,n_rand,log_close_ex_min,log_close_ex_max,log_close_ex_range,log_close_ex_std,log_close_rand_std,log_close_rand_in_frac,log_high_ex_min,log_high_ex_max,log_high_ex_range,log_high_ex_std,log_high_rand_std,log_high_rand_in_frac,log_low_ex_min,log_low_ex_max,log_low_ex_range,log_low_ex_std,log_low_rand_std,log_low_rand_in_frac,atr_close_ex_min,atr_close_ex_max,atr_close_ex_range,atr_close_ex_std,atr_close_rand_std,atr_close_rand_in_frac,atr_high_ex_min,atr_high_ex_max,atr_high_ex_range,atr_high_ex_std,atr_high_rand_std,atr_high_rand_in_frac,atr_low_ex_min,atr_low_ex_max,atr_low_ex_range,atr_low_ex_std,atr_low_rand_std,atr_low_rand_in_frac,all_axes_rand_in_frac,n_valid_all,cum_and_rand_in_frac,offset_carve_delta
bf,0,45,10005,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.12773336650955153,0.12773336650955153,0.024789160717385964,0.054013935050161305,0.9819090454772613,-0.4838170077364391,-0.005012541823544286,0.4788044659128948,0.08576647604153241,0.034565379840238,0.5750124937531235,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.4019292604501605,1.4019292604501605,0.26491118969829897,0.47900316256376446,0.9631184407796102,-2.9895432030820035,-0.05144694533762062,2.938096257744383,0.5573877310778448,0.4446844111824672,0.7981009495252374,0.5495252373813093,10005,0.5495252373813093,0.4504747626186907
bf,1,45,10005,-0.5022881645854959,-0.015077210620473055,0.4872109539650228,0.0913757832355792,0.05412221788626186,0.1774112943528236,-0.45211406449496055,0.022264370497399506,0.47437843499236004,0.07991212945776066,0.07995167639775441,0.704047976011994,-0.6117169327720217,-0.04509157150306506,0.5666253612689566,0.10623976622769692,0.0598027063619051,0.14302848575712143,-2.9073564483580996,-0.2651515151515143,2.6422049332065853,0.5895530126177014,0.8636282684305338,0.33033483258370816,-2.7121629058888286,0.3349282296650719,3.0470911355539005,0.5634628566253826,0.9720035711655057,0.4848575712143928,-3.215556778572739,-0.6559011164274328,2.5596556621453064,0.5662705973974262,0.9437506076308619,0.3543228385807096,0.07666166916541729,10005,0.07276361819090454,0.4767616191904048
bf,2,45,10005,-0.5551133039671069,-0.034239442957534796,0.5208738610095721,0.1018223504659788,0.06301907581838954,0.11294352823588207,-0.445046897271868,-0.005012541823544286,0.44003435544832376,0.0888427889110656,0.08630525348080796,0.2318840579710145,-0.5598414451630529,-0.057739218873432904,0.50210222628962,0.10510243849793102,0.06598734354285937,0.12143928035982009,-3.4723903870849386,-0.42501517911353964,3.047375207971399,0.6081035320316825,1.147205238866976,0.32443778110944527,-3.3696569436800585,-0.05144694533762062,3.318209998342438,0.6466712059991829,1.214042869133646,0.3169415292353823,-3.842230783342506,-0.8250294653380481,3.0172013180044575,0.628875214851589,1.2096025431626491,0.3349325337331334,0.06356821589205397,10005,0.037481259370314844,0.0352823588205897
bf,3,45,10005,-0.5488436909535116,-0.02515545714376775,0.5236882338097438,0.1041667871182005,0.07660030654999962,0.1826086956521739,-0.4063680427067566,0.011263192278710869,0.41763123498546745,0.08845154142065886,0.09375071085896602,0.5658170914542728,-0.6421246809567367,-0.04037761296635218,0.6017470679903845,0.11706233514344774,0.07637266258724146,0.20389805097451275,-3.9757842597688504,-0.3344051446945335,3.641379115074317,0.7426777346920045,1.3840766964243008,0.3828085957021489,-3.5956705191707945,0.15525982256020338,3.750930341730998,0.818205344246377,1.4395945456106316,0.42458770614692654,-4.088791047514217,-0.735755519760769,3.3530355277534483,0.744089252189151,1.4299564394333066,0.39190404797601197,0.12683658170914544,10005,0.032383808095952024,0.00509745127436282
bf,4,45,10005,-0.3980301296206462,-0.00624724255766676,0.3917828870629795,0.08874964663038055,0.09451185375584484,0.3825087456271864,-0.35486744231694256,0.017704577347762172,0.3725720196647047,0.07087051192428424,0.12264163818310078,0.6230884557721139,-0.454556761764306,-0.035530047758154715,0.41902671400615127,0.09466225781696977,0.09463515330316173,0.23938030984507747,-3.7292239955971382,-0.14147909967845698,3.5877448959186813,0.8120313964524225,1.5836813480619512,0.456071964017991,-3.3927719684461564,0.18006430868167272,3.5728362771278293,0.7689167848287917,1.645864904791375,0.4364817591204398,-3.9042631653554185,-0.4630225080385856,3.441240657316833,0.7340368585001648,1.623894134425372,0.48095952023988003,0.17801099450274863,10005,0.02768615692153923,0.004697651174412794
bf,5,45,10005,-0.39424668217441194,0.0357613049739856,0.43000798714839755,0.09347006842417449,0.11085675485632104,0.8085957021489255,-0.34242599819721203,0.08743429938967434,0.4298602975868864,0.0875064337054461,0.1271903759930662,0.8648675662168915,-0.5932811842197597,-0.010679713156684477,0.5826014710630752,0.11438606155345038,0.11018330541757294,0.45467266366816594,-3.6367638965327465,0.49875979706744145,4.135523693600188,0.8128486504465591,1.7464629580324564,0.6372813593203398,-2.718139744892199,0.689089417555373,3.407229162447572,0.9023745723596248,1.7957820472640715,0.5498250874562719,-3.7780223812144555,-0.28299459737586996,3.4950277838385855,0.7998271456554106,1.7811198861743867,0.5234382808595702,0.37521239380309845,10005,0.02478760619690155,0.0028985507246376795
bf,6,45,10005,-0.6015799870344549,0.025553074424617486,0.6271330614590724,0.10405874245165686,0.1181936349154462,0.7527236381809096,-0.5527898228650229,0.07892134561097824,0.6317111684760011,0.1021540461779996,0.13328674618033376,0.8446776611694153,-0.6441396014532507,-0.027834798993443984,0.6163048024598067,0.11645549879013208,0.11792579718025015,0.3091454272863568,-3.5155358275206092,0.22594449199168612,3.7414803195122954,0.8197292567717117,1.8949622200619316,0.5453273363318341,-3.3024730500951174,0.9225181208916601,4.224991170986778,0.9113224160441177,1.9433497573516254,0.6042978510744628,-3.693088142041852,-0.23963809756693952,3.4534500444749123,0.8673036646811059,1.9233356604919654,0.5143428285857071,0.2557721139430285,10005,0.022188905547226388,0.0025987006496751633
bf,7,45,10005,-0.6885913640240844,0.07982227341716037,0.7684136374412448,0.13440485287841836,0.1246813361843833,0.8857571214392803,-0.49123192986558933,0.11618991758803536,0.6074218474536247,0.11356918520804625,0.14221417024187552,0.8901549225387306,-0.7351113796589774,0.04619435698740584,0.7813057366463833,0.14303315380647166,0.12635828464092955,0.8681659170414793,-4.147640791476408,0.7896912229516156,4.937332014428024,1.1352882397606636,2.0430908279830633,0.6725637181409295,-3.8432267884322675,1.1709214685144653,5.014148256946733,1.1393416758041908,2.093356524245248,0.6528735632183909,-4.604261796042617,0.4493070751276429,5.05356887117026,1.0673292250852067,2.0676426620877155,0.6907546226886556,0.6087956021989005,10005,0.02178910544727636,0.0003998000999500262
bf,8,45,10005,-0.46544781270987484,0.10722124760527486,0.5726690603151497,0.11717669401900599,0.12893005981683003,0.9101449275362319,-0.4310606552971281,0.13274677116410485,0.5638074264612329,0.10690951800430992,0.14417506768764177,0.9019490254872564,-0.6217336551801416,0.01206710176328917,0.6338007569434307,0.13640698755255407,0.1289943653768761,0.7242378810594703,-4.3759512937595115,1.0756139071237527,5.451565200883264,1.1492770929389622,2.1760588068630673,0.7192403798100949,-3.8462709284627086,1.2392713045604602,5.085542233023169,1.1895926969771284,2.228346632120598,0.654872563718141,-4.604261796042617,0.12090830699363135,4.725170103036248,1.0875405403450416,2.210583525175452,0.6105947026486757,0.5762118940529735,10005,0.020889555222388806,0.0008995502248875555
bf,9,45,10005,-0.923163611161917,0.055425029515571586,0.9785886406774886,0.16686407971996578,0.13827331550240382,0.8264867566216891,-0.8618630852981213,0.0871737278301518,0.949036813128273,0.16099633784832457,0.15051806006792467,0.8416791604197901,-1.0452663079628168,0.04290457845464342,1.0881708864174602,0.19167561961032603,0.13877897609783704,0.8419790104947527,-4.71841704718417,1.0786960816595303,5.797113128843701,1.260275951774869,2.318246697039314,0.7071464267866067,-4.492073557387444,1.7240698057293353,6.21614336311678,1.3356656296477705,2.3500250711878556,0.7344327836081959,-5.0858894969485045,0.8297662166611772,5.915655713609682,1.291802516969865,2.3350453944861154,0.7318340829585207,0.647976011994003,10005,0.020189905047476264,0.0006996501749125424
